Source,Target,Type,Weight,edge_type,layer,source_label,target_label
26349,26359,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t749,FT9-FT10_t759
3747,13987,Undirected,1.0,inter,T7-P7<->C4-P4,T7-P7_t1187,C4-P4_t1187
4092,23292,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t252,P7-T7_t252
24183,24184,Undirected,1.0,intra,P7-T7,P7-T7_t1143,P7-T7_t1144
7061,16021,Undirected,1.0,inter,F3-C3<->FP2-F8,F3-C3_t661,FP2-F8_t661
13477,21157,Undirected,1.0,inter,C4-P4<->FZ-CZ,C4-P4_t677,FZ-CZ_t677
13812,13817,Undirected,1.0,intra,C4-P4,C4-P4_t1012,C4-P4_t1017
705,16065,Undirected,1.0,inter,FP1-F7<->FP2-F8,FP1-F7_t705,FP2-F8_t705
10518,23318,Undirected,1.0,inter,FP2-F4<->P7-T7,FP2-F4_t278,P7-T7_t278
14027,14036,Undirected,1.0,intra,C4-P4,C4-P4_t1227,C4-P4_t1236
16623,25583,Undirected,1.0,inter,FP2-F8<->T7-FT9,FP2-F8_t1263,T7-FT9_t1263
3803,7643,Undirected,1.0,inter,T7-P7<->F3-C3,T7-P7_t1243,F3-C3_t1243
24959,24963,Undirected,1.0,intra,T7-FT9,T7-FT9_t639,T7-FT9_t643
8637,12477,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t957,F4-C4_t957
2537,2540,Undirected,1.0,intra,F7-T7,F7-T7_t1257,F7-T7_t1260
4145,23345,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t305,P7-T7_t305
8748,27948,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t1068,FT10-T8_t1068
10601,20841,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t361,FZ-CZ_t361
11719,15559,Undirected,1.0,inter,F4-C4<->FP2-F8,F4-C4_t199,FP2-F8_t199
1819,1820,Undirected,1.0,intra,F7-T7,F7-T7_t539,F7-T7_t540
8183,12023,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t503,F4-C4_t503
19178,23018,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t1258,CZ-PZ_t1258
4867,7427,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t1027,F3-C3_t1027
12269,25069,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t749,T7-FT9_t749
12047,19727,Undirected,1.0,inter,F4-C4<->P8-O2,F4-C4_t527,P8-O2_t527
19340,19341,Undirected,1.0,intra,P8-O2,P8-O2_t140,P8-O2_t141
14984,26504,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t904,FT9-FT10_t904
14516,27316,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t436,FT10-T8_t436
25160,25170,Undirected,1.0,intra,T7-FT9,T7-FT9_t840,T7-FT9_t850
7942,10502,Undirected,1.0,inter,C3-P3<->FP2-F4,C3-P3_t262,FP2-F4_t262
1306,10266,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t26,FP2-F4_t26
3151,12111,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t591,F4-C4_t591
14361,15641,Undirected,1.0,inter,P4-O2<->FP2-F8,P4-O2_t281,FP2-F8_t281
26748,29308,Undirected,1.0,inter,FT9-FT10<->T8-P8-1,FT9-FT10_t1148,T8-P8-1_t1148
2880,19520,Undirected,1.0,inter,T7-P7<->P8-O2,T7-P7_t320,P8-O2_t320
4484,26244,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t644,FT9-FT10_t644
9450,13290,Undirected,1.0,inter,P3-O1<->C4-P4,P3-O1_t490,C4-P4_t490
2648,23128,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t88,P7-T7_t88
5815,21175,Undirected,1.0,inter,FP1-F3<->FZ-CZ,FP1-F3_t695,FZ-CZ_t695
1746,14546,Undirected,1.0,inter,F7-T7<->P4-O2,F7-T7_t466,P4-O2_t466
3719,4999,Undirected,1.0,inter,T7-P7<->P7-O1,T7-P7_t1159,P7-O1_t1159
3389,25149,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t829,T7-FT9_t829
10793,17193,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t553,F8-T8_t553
17482,25162,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t842,T7-FT9_t842
6060,27820,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t940,FT10-T8_t940
15374,21774,Undirected,1.0,inter,FP2-F8<->CZ-PZ,FP2-F8_t14,CZ-PZ_t14
6373,17893,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t1253,F8-T8_t1253
2214,20134,Undirected,1.0,inter,F7-T7<->P8-O2,F7-T7_t934,P8-O2_t934
3632,13872,Undirected,1.0,inter,T7-P7<->C4-P4,T7-P7_t1072,C4-P4_t1072
13157,24677,Undirected,1.0,inter,C4-P4<->T7-FT9,C4-P4_t357,T7-FT9_t357
6093,18893,Undirected,1.0,inter,FP1-F3<->T8-P8-0,FP1-F3_t973,T8-P8-0_t973
13656,20056,Undirected,1.0,inter,C4-P4<->P8-O2,C4-P4_t856,P8-O2_t856
5855,5870,Undirected,1.0,intra,FP1-F3,FP1-F3_t735,FP1-F3_t750
2237,17597,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t957,F8-T8_t957
14969,25209,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t889,T7-FT9_t889
19117,25517,Undirected,1.0,inter,T8-P8-0<->T7-FT9,T8-P8-0_t1197,T7-FT9_t1197
3703,10103,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t1143,P3-O1_t1143
4945,21585,Undirected,1.0,inter,P7-O1<->FZ-CZ,P7-O1_t1105,FZ-CZ_t1105
3455,17535,Undirected,1.0,inter,T7-P7<->F8-T8,T7-P7_t895,F8-T8_t895
4564,10964,Undirected,1.0,inter,P7-O1<->FP2-F4,P7-O1_t724,FP2-F4_t724
3568,6128,Undirected,1.0,inter,T7-P7<->FP1-F3,T7-P7_t1008,FP1-F3_t1008
4359,24839,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t519,T7-FT9_t519
8716,17676,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t1036,F8-T8_t1036
21655,28055,Undirected,1.0,inter,FZ-CZ<->FT10-T8,FZ-CZ_t1175,FT10-T8_t1175
12742,15302,Undirected,1.0,inter,F4-C4<->P4-O2,F4-C4_t1222,P4-O2_t1222
7729,9009,Undirected,1.0,inter,C3-P3<->P3-O1,C3-P3_t49,P3-O1_t49
10371,25731,Undirected,1.0,inter,FP2-F4<->FT9-FT10,FP2-F4_t131,FT9-FT10_t131
5590,24790,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t470,T7-FT9_t470
8787,19027,Undirected,1.0,inter,C3-P3<->T8-P8-0,C3-P3_t1107,T8-P8-0_t1107
3934,14174,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t94,P4-O2_t94
7786,16746,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t106,F8-T8_t106
4732,16252,Undirected,1.0,inter,P7-O1<->FP2-F8,P7-O1_t892,FP2-F8_t892
6202,6203,Undirected,1.0,intra,FP1-F3,FP1-F3_t1082,FP1-F3_t1083
5212,28252,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t92,T8-P8-1_t92
138,139,Undirected,1.0,intra,FP1-F7,FP1-F7_t138,FP1-F7_t139
20111,27791,Undirected,1.0,inter,P8-O2<->FT10-T8,P8-O2_t911,FT10-T8_t911
17571,20131,Undirected,1.0,inter,F8-T8<->P8-O2,F8-T8_t931,P8-O2_t931
6586,20666,Undirected,1.0,inter,F3-C3<->FZ-CZ,F3-C3_t186,FZ-CZ_t186
12791,16631,Undirected,1.0,inter,F4-C4<->FP2-F8,F4-C4_t1271,FP2-F8_t1271
21216,26336,Undirected,1.0,inter,FZ-CZ<->FT9-FT10,FZ-CZ_t736,FT9-FT10_t736
1698,22178,Undirected,1.0,inter,F7-T7<->CZ-PZ,F7-T7_t418,CZ-PZ_t418
21222,25062,Undirected,1.0,inter,FZ-CZ<->T7-FT9,FZ-CZ_t742,T7-FT9_t742
350,20830,Undirected,1.0,inter,FP1-F7<->FZ-CZ,FP1-F7_t350,FZ-CZ_t350
2853,9253,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t293,P3-O1_t293
5505,17025,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t385,F8-T8_t385
10939,22459,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t699,CZ-PZ_t699
6726,6893,Undirected,1.0,intra,F3-C3,F3-C3_t326,F3-C3_t493
11258,12538,Undirected,1.0,inter,FP2-F4<->F4-C4,FP2-F4_t1018,F4-C4_t1018
14007,25527,Undirected,1.0,inter,C4-P4<->T7-FT9,C4-P4_t1207,T7-FT9_t1207
13013,21973,Undirected,1.0,inter,C4-P4<->CZ-PZ,C4-P4_t213,CZ-PZ_t213
13482,21162,Undirected,1.0,inter,C4-P4<->FZ-CZ,C4-P4_t682,FZ-CZ_t682
4969,11369,Undirected,1.0,inter,P7-O1<->FP2-F4,P7-O1_t1129,FP2-F4_t1129
6131,16371,Undirected,1.0,inter,FP1-F3<->FP2-F8,FP1-F3_t1011,FP2-F8_t1011
9538,10818,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t578,FP2-F4_t578
9963,17643,Undirected,1.0,inter,P3-O1<->F8-T8,P3-O1_t1003,F8-T8_t1003
26363,26629,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t763,FT9-FT10_t1029
7753,23113,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t73,P7-T7_t73
4478,7038,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t638,F3-C3_t638
9867,16267,Undirected,1.0,inter,P3-O1<->FP2-F8,P3-O1_t907,FP2-F8_t907
10000,10001,Undirected,1.0,intra,P3-O1,P3-O1_t1040,P3-O1_t1041
2444,13964,Undirected,1.0,inter,F7-T7<->C4-P4,F7-T7_t1164,C4-P4_t1164
7854,15534,Undirected,1.0,inter,C3-P3<->FP2-F8,C3-P3_t174,FP2-F8_t174
5085,19165,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t1245,T8-P8-0_t1245
10449,20689,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t209,FZ-CZ_t209
11938,17058,Undirected,1.0,inter,F4-C4<->F8-T8,F4-C4_t418,F8-T8_t418
3293,25053,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t733,T7-FT9_t733
19098,19099,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t1178,T8-P8-0_t1179
14172,14173,Undirected,1.0,intra,P4-O2,P4-O2_t92,P4-O2_t93
7695,21775,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t15,CZ-PZ_t15
17595,17622,Undirected,1.0,intra,F8-T8,F8-T8_t955,F8-T8_t982
3137,26177,Undirected,1.0,inter,T7-P7<->FT9-FT10,T7-P7_t577,FT9-FT10_t577
17850,22970,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t1210,CZ-PZ_t1210
5554,13234,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t434,C4-P4_t434
3400,22600,Undirected,1.0,inter,T7-P7<->CZ-PZ,T7-P7_t840,CZ-PZ_t840
9236,10516,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t276,FP2-F4_t276
11908,22148,Undirected,1.0,inter,F4-C4<->CZ-PZ,F4-C4_t388,CZ-PZ_t388
13781,17621,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t981,F8-T8_t981
3551,8671,Undirected,1.0,inter,T7-P7<->C3-P3,T7-P7_t991,C3-P3_t991
14735,19855,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t655,P8-O2_t655
7808,21888,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t128,CZ-PZ_t128
1878,15958,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t598,FP2-F8_t598
13597,21277,Undirected,1.0,inter,C4-P4<->FZ-CZ,C4-P4_t797,FZ-CZ_t797
3952,20592,Undirected,1.0,inter,P7-O1<->FZ-CZ,P7-O1_t112,FZ-CZ_t112
25999,28559,Undirected,1.0,inter,FT9-FT10<->T8-P8-1,FT9-FT10_t399,T8-P8-1_t399
13035,13036,Undirected,1.0,intra,C4-P4,C4-P4_t235,C4-P4_t236
23901,26461,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t861,FT9-FT10_t861
14002,26802,Undirected,1.0,inter,C4-P4<->FT9-FT10,C4-P4_t1202,FT9-FT10_t1202
4083,9203,Undirected,1.0,inter,P7-O1<->P3-O1,P7-O1_t243,P3-O1_t243
3456,26496,Undirected,1.0,inter,T7-P7<->FT9-FT10,T7-P7_t896,FT9-FT10_t896
18371,22211,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t451,CZ-PZ_t451
13613,18733,Undirected,1.0,inter,C4-P4<->T8-P8-0,C4-P4_t813,T8-P8-0_t813
16006,16012,Undirected,1.0,intra,FP2-F8,FP2-F8_t646,FP2-F8_t652
10857,23657,Undirected,1.0,inter,FP2-F4<->P7-T7,FP2-F4_t617,P7-T7_t617
17334,28854,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t694,T8-P8-1_t694
9084,20604,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t124,FZ-CZ_t124
5483,24683,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t363,T7-FT9_t363
3979,18059,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t139,T8-P8-0_t139
3549,16349,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t989,FP2-F8_t989
2177,9857,Undirected,1.0,inter,F7-T7<->P3-O1,F7-T7_t897,P3-O1_t897
156,7836,Undirected,1.0,inter,FP1-F7<->C3-P3,FP1-F7_t156,C3-P3_t156
4478,14718,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t638,P4-O2_t638
10694,18374,Undirected,1.0,inter,FP2-F4<->T8-P8-0,FP2-F4_t454,T8-P8-0_t454
1747,18387,Undirected,1.0,inter,F7-T7<->T8-P8-0,F7-T7_t467,T8-P8-0_t467
4429,14669,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t589,P4-O2_t589
1403,27003,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t123,FT10-T8_t123
6621,20701,Undirected,1.0,inter,F3-C3<->FZ-CZ,F3-C3_t221,FZ-CZ_t221
1303,1304,Undirected,1.0,intra,F7-T7,F7-T7_t23,F7-T7_t24
5899,5965,Undirected,1.0,intra,FP1-F3,FP1-F3_t779,FP1-F3_t845
17902,19182,Undirected,1.0,inter,F8-T8<->T8-P8-0,F8-T8_t1262,T8-P8-0_t1262
15127,18967,Undirected,1.0,inter,P4-O2<->T8-P8-0,P4-O2_t1047,T8-P8-0_t1047
6649,14329,Undirected,1.0,inter,F3-C3<->P4-O2,F3-C3_t249,P4-O2_t249
9202,11762,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t242,F4-C4_t242
19647,22207,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t447,CZ-PZ_t447
14097,24337,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t17,T7-FT9_t17
5432,10552,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t312,FP2-F4_t312
11981,13261,Undirected,1.0,inter,F4-C4<->C4-P4,F4-C4_t461,C4-P4_t461
22863,25423,Undirected,1.0,inter,CZ-PZ<->T7-FT9,CZ-PZ_t1103,T7-FT9_t1103
12944,19344,Undirected,1.0,inter,C4-P4<->P8-O2,C4-P4_t144,P8-O2_t144
2766,23246,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t206,P7-T7_t206
10095,12655,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t1135,F4-C4_t1135
24995,24996,Undirected,1.0,intra,T7-FT9,T7-FT9_t675,T7-FT9_t676
4576,13536,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t736,C4-P4_t736
20450,20452,Undirected,1.0,intra,P8-O2,P8-O2_t1250,P8-O2_t1252
10695,18375,Undirected,1.0,inter,FP2-F4<->T8-P8-0,FP2-F4_t455,T8-P8-0_t455
6474,28234,Undirected,1.0,inter,F3-C3<->T8-P8-1,F3-C3_t74,T8-P8-1_t74
2335,3615,Undirected,1.0,inter,F7-T7<->T7-P7,F7-T7_t1055,T7-P7_t1055
22485,22486,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t725,CZ-PZ_t726
12495,29135,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t975,T8-P8-1_t975
569,5689,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t569,FP1-F3_t569
7055,7075,Undirected,1.0,intra,F3-C3,F3-C3_t655,F3-C3_t675
9932,21452,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t972,FZ-CZ_t972
16886,16887,Undirected,1.0,intra,F8-T8,F8-T8_t246,F8-T8_t247
6246,15206,Undirected,1.0,inter,FP1-F3<->P4-O2,FP1-F3_t1126,P4-O2_t1126
3556,13796,Undirected,1.0,inter,T7-P7<->C4-P4,T7-P7_t996,C4-P4_t996
9023,26943,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t63,FT10-T8_t63
1028,3588,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t1028,T7-P7_t1028
6282,29322,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t1162,T8-P8-1_t1162
6133,6134,Undirected,1.0,intra,FP1-F3,FP1-F3_t1013,FP1-F3_t1014
18661,18670,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t741,T8-P8-0_t750
25871,28431,Undirected,1.0,inter,FT9-FT10<->T8-P8-1,FT9-FT10_t271,T8-P8-1_t271
8152,24792,Undirected,1.0,inter,C3-P3<->T7-FT9,C3-P3_t472,T7-FT9_t472
21428,25268,Undirected,1.0,inter,FZ-CZ<->T7-FT9,FZ-CZ_t948,T7-FT9_t948
1751,23511,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t471,P7-T7_t471
23593,23607,Undirected,1.0,intra,P7-T7,P7-T7_t553,P7-T7_t567
12375,27735,Undirected,1.0,inter,F4-C4<->FT10-T8,F4-C4_t855,FT10-T8_t855
15586,15596,Undirected,1.0,intra,FP2-F8,FP2-F8_t226,FP2-F8_t236
24095,26655,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t1055,FT9-FT10_t1055
16145,21265,Undirected,1.0,inter,FP2-F8<->FZ-CZ,FP2-F8_t785,FZ-CZ_t785
2779,13019,Undirected,1.0,inter,T7-P7<->C4-P4,T7-P7_t219,C4-P4_t219
6141,13821,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t1021,C4-P4_t1021
1513,13033,Undirected,1.0,inter,F7-T7<->C4-P4,F7-T7_t233,C4-P4_t233
18055,23175,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t135,P7-T7_t135
18145,27105,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t225,FT10-T8_t225
8817,24177,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t1137,P7-T7_t1137
26141,28701,Undirected,1.0,inter,FT9-FT10<->T8-P8-1,FT9-FT10_t541,T8-P8-1_t541
3606,29206,Undirected,1.0,inter,T7-P7<->T8-P8-1,T7-P7_t1046,T8-P8-1_t1046
17923,21763,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t3,CZ-PZ_t3
6823,8103,Undirected,1.0,inter,F3-C3<->C3-P3,F3-C3_t423,C3-P3_t423
1695,17055,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t415,F8-T8_t415
4876,13836,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t1036,C4-P4_t1036
23884,26444,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t844,FT9-FT10_t844
24601,27161,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t281,FT10-T8_t281
29190,29211,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t1030,T8-P8-1_t1051
18347,19627,Undirected,1.0,inter,T8-P8-0<->P8-O2,T8-P8-0_t427,P8-O2_t427
18744,25144,Undirected,1.0,inter,T8-P8-0<->T7-FT9,T8-P8-0_t824,T7-FT9_t824
23730,27570,Undirected,1.0,inter,P7-T7<->FT10-T8,P7-T7_t690,FT10-T8_t690
1061,22821,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t1061,CZ-PZ_t1061
209,9169,Undirected,1.0,inter,FP1-F7<->P3-O1,FP1-F7_t209,P3-O1_t209
8960,8961,Undirected,1.0,intra,P3-O1,P3-O1_t0,P3-O1_t1
15367,19207,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t7,P8-O2_t7
9984,17664,Undirected,1.0,inter,P3-O1<->F8-T8,P3-O1_t1024,F8-T8_t1024
4439,6999,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t599,F3-C3_t599
17778,17782,Undirected,1.0,intra,F8-T8,F8-T8_t1138,F8-T8_t1142
2541,29421,Undirected,1.0,inter,F7-T7<->T8-P8-1,F7-T7_t1261,T8-P8-1_t1261
2836,10516,Undirected,1.0,inter,T7-P7<->FP2-F4,T7-P7_t276,FP2-F4_t276
8078,22158,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t398,CZ-PZ_t398
4416,14656,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t576,P4-O2_t576
9642,10922,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t682,FP2-F4_t682
89,26969,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t89,FT10-T8_t89
10895,14735,Undirected,1.0,inter,FP2-F4<->P4-O2,FP2-F4_t655,P4-O2_t655
12944,21904,Undirected,1.0,inter,C4-P4<->CZ-PZ,C4-P4_t144,CZ-PZ_t144
7453,11293,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t1053,FP2-F4_t1053
11220,12500,Undirected,1.0,inter,FP2-F4<->F4-C4,FP2-F4_t980,F4-C4_t980
6313,16553,Undirected,1.0,inter,FP1-F3<->FP2-F8,FP1-F3_t1193,FP2-F8_t1193
7148,22508,Undirected,1.0,inter,F3-C3<->CZ-PZ,F3-C3_t748,CZ-PZ_t748
2053,18693,Undirected,1.0,inter,F7-T7<->T8-P8-0,F7-T7_t773,T8-P8-0_t773
14427,15707,Undirected,1.0,inter,P4-O2<->FP2-F8,P4-O2_t347,FP2-F8_t347
25960,25961,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t360,FT9-FT10_t361
1586,1591,Undirected,1.0,intra,F7-T7,F7-T7_t306,F7-T7_t311
14356,20756,Undirected,1.0,inter,P4-O2<->FZ-CZ,P4-O2_t276,FZ-CZ_t276
3233,10913,Undirected,1.0,inter,T7-P7<->FP2-F4,T7-P7_t673,FP2-F4_t673
8903,26823,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t1223,FT9-FT10_t1223
19522,22082,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t322,CZ-PZ_t322
7039,14719,Undirected,1.0,inter,F3-C3<->P4-O2,F3-C3_t639,P4-O2_t639
2277,22757,Undirected,1.0,inter,F7-T7<->CZ-PZ,F7-T7_t997,CZ-PZ_t997
2088,16168,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t808,FP2-F8_t808
26828,26834,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t1228,FT9-FT10_t1234
20955,20956,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t475,FZ-CZ_t476
113,16753,Undirected,1.0,inter,FP1-F7<->F8-T8,FP1-F7_t113,F8-T8_t113
15764,23444,Undirected,1.0,inter,FP2-F8<->P7-T7,FP2-F8_t404,P7-T7_t404
18775,29015,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t855,T8-P8-1_t855
21859,28259,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t99,T8-P8-1_t99
15921,15923,Undirected,1.0,intra,FP2-F8,FP2-F8_t561,FP2-F8_t563
14143,26943,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t63,FT10-T8_t63
5401,20761,Undirected,1.0,inter,FP1-F3<->FZ-CZ,FP1-F3_t281,FZ-CZ_t281
11298,21538,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t1058,FZ-CZ_t1058
2181,17541,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t901,F8-T8_t901
4281,5561,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t441,FP1-F3_t441
8403,8464,Undirected,1.0,intra,C3-P3,C3-P3_t723,C3-P3_t784
16338,20178,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t978,P8-O2_t978
1196,22956,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t1196,CZ-PZ_t1196
8408,25048,Undirected,1.0,inter,C3-P3<->T7-FT9,C3-P3_t728,T7-FT9_t728
7977,13097,Undirected,1.0,inter,C3-P3<->C4-P4,C3-P3_t297,C4-P4_t297
13299,15859,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t499,FP2-F8_t499
1129,13929,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t1129,C4-P4_t1129
611,8291,Undirected,1.0,inter,FP1-F7<->C3-P3,FP1-F7_t611,C3-P3_t611
12732,12733,Undirected,1.0,intra,F4-C4,F4-C4_t1212,F4-C4_t1213
24225,26785,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t1185,FT9-FT10_t1185
4390,26150,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t550,FT9-FT10_t550
11630,28270,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t110,T8-P8-1_t110
22339,23619,Undirected,1.0,inter,CZ-PZ<->P7-T7,CZ-PZ_t579,P7-T7_t579
5830,10950,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t710,FP2-F4_t710
5955,23875,Undirected,1.0,inter,FP1-F3<->P7-T7,FP1-F3_t835,P7-T7_t835
4749,20109,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t909,P8-O2_t909
1944,17304,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t664,F8-T8_t664
16589,29389,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t1229,T8-P8-1_t1229
20380,20381,Undirected,1.0,intra,P8-O2,P8-O2_t1180,P8-O2_t1181
19560,25960,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t360,FT9-FT10_t360
25073,25074,Undirected,1.0,intra,T7-FT9,T7-FT9_t753,T7-FT9_t754
8981,8987,Undirected,1.0,intra,P3-O1,P3-O1_t21,P3-O1_t27
7263,21343,Undirected,1.0,inter,F3-C3<->FZ-CZ,F3-C3_t863,FZ-CZ_t863
24924,27484,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t604,FT10-T8_t604
6444,12844,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t44,C4-P4_t44
5144,7704,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t24,C3-P3_t24
