Source,Target,Type,Weight,edge_type,layer,source_label,target_label
8573,23933,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t893,P7-T7_t893
10574,10580,Undirected,1.0,intra,FP2-F4,FP2-F4_t334,FP2-F4_t340
2057,19977,Undirected,1.0,inter,F7-T7<->P8-O2,F7-T7_t777,P8-O2_t777
1541,27141,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t261,FT10-T8_t261
8254,13374,Undirected,1.0,inter,C3-P3<->C4-P4,C3-P3_t574,C4-P4_t574
18513,28753,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t593,T8-P8-1_t593
25378,25558,Undirected,1.0,intra,T7-FT9,T7-FT9_t1058,T7-FT9_t1238
140,10380,Undirected,1.0,inter,FP1-F7<->FP2-F4,FP1-F7_t140,FP2-F4_t140
3462,17542,Undirected,1.0,inter,T7-P7<->F8-T8,T7-P7_t902,F8-T8_t902
1061,26661,Undirected,1.0,inter,FP1-F7<->FT9-FT10,FP1-F7_t1061,FT9-FT10_t1061
9121,23201,Undirected,1.0,inter,P3-O1<->P7-T7,P3-O1_t161,P7-T7_t161
11683,25763,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t163,FT9-FT10_t163
26993,26997,Undirected,1.0,intra,FT10-T8,FT10-T8_t113,FT10-T8_t117
6670,9230,Undirected,1.0,inter,F3-C3<->P3-O1,F3-C3_t270,P3-O1_t270
10518,25878,Undirected,1.0,inter,FP2-F4<->FT9-FT10,FP2-F4_t278,FT9-FT10_t278
24170,24171,Undirected,1.0,intra,P7-T7,P7-T7_t1130,P7-T7_t1131
17080,23480,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t440,P7-T7_t440
1141,13941,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t1141,C4-P4_t1141
2992,17072,Undirected,1.0,inter,T7-P7<->F8-T8,T7-P7_t432,F8-T8_t432
5396,10516,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t276,FP2-F4_t276
3169,4449,Undirected,1.0,inter,T7-P7<->P7-O1,T7-P7_t609,P7-O1_t609
20362,29322,Undirected,1.0,inter,P8-O2<->T8-P8-1,P8-O2_t1162,T8-P8-1_t1162
2717,20637,Undirected,1.0,inter,T7-P7<->FZ-CZ,T7-P7_t157,FZ-CZ_t157
1880,10840,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t600,FP2-F4_t600
17833,22953,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t1193,CZ-PZ_t1193
967,16327,Undirected,1.0,inter,FP1-F7<->FP2-F8,FP1-F7_t967,FP2-F8_t967
4327,20967,Undirected,1.0,inter,P7-O1<->FZ-CZ,P7-O1_t487,FZ-CZ_t487
5582,6862,Undirected,1.0,inter,FP1-F3<->F3-C3,FP1-F3_t462,F3-C3_t462
1953,16033,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t673,FP2-F8_t673
13078,24598,Undirected,1.0,inter,C4-P4<->T7-FT9,C4-P4_t278,T7-FT9_t278
23847,26407,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t807,FT9-FT10_t807
28870,28871,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t710,T8-P8-1_t711
5211,7771,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t91,C3-P3_t91
14897,26417,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t817,FT9-FT10_t817
17766,20326,Undirected,1.0,inter,F8-T8<->P8-O2,F8-T8_t1126,P8-O2_t1126
16812,28332,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t172,T8-P8-1_t172
13316,13317,Undirected,1.0,intra,C4-P4,C4-P4_t516,C4-P4_t517
28153,29433,Undirected,1.0,inter,FT10-T8<->T8-P8-1,FT10-T8_t1273,T8-P8-1_t1273
5946,25146,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t826,T7-FT9_t826
3265,23745,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t705,P7-T7_t705
10148,29348,Undirected,1.0,inter,P3-O1<->T8-P8-1,P3-O1_t1188,T8-P8-1_t1188
10502,16902,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t262,F8-T8_t262
12315,12316,Undirected,1.0,intra,F4-C4,F4-C4_t795,F4-C4_t796
4988,13948,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t1148,C4-P4_t1148
23709,23726,Undirected,1.0,intra,P7-T7,P7-T7_t669,P7-T7_t686
1805,22285,Undirected,1.0,inter,F7-T7<->CZ-PZ,F7-T7_t525,CZ-PZ_t525
17755,29275,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t1115,T8-P8-1_t1115
13865,20265,Undirected,1.0,inter,C4-P4<->P8-O2,C4-P4_t1065,P8-O2_t1065
18569,24969,Undirected,1.0,inter,T8-P8-0<->T7-FT9,T8-P8-0_t649,T7-FT9_t649
9814,29014,Undirected,1.0,inter,P3-O1<->T8-P8-1,P3-O1_t854,T8-P8-1_t854
138,27018,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t138,FT10-T8_t138
11136,11137,Undirected,1.0,intra,FP2-F4,FP2-F4_t896,FP2-F4_t897
10602,10606,Undirected,1.0,intra,FP2-F4,FP2-F4_t362,FP2-F4_t366
3417,21337,Undirected,1.0,inter,T7-P7<->FZ-CZ,T7-P7_t857,FZ-CZ_t857
2347,10027,Undirected,1.0,inter,F7-T7<->P3-O1,F7-T7_t1067,P3-O1_t1067
4615,27655,Undirected,1.0,inter,P7-O1<->FT10-T8,P7-O1_t775,FT10-T8_t775
22067,27187,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t307,FT10-T8_t307
15109,20229,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t1029,P8-O2_t1029
23470,23471,Undirected,1.0,intra,P7-T7,P7-T7_t430,P7-T7_t431
19946,19961,Undirected,1.0,intra,P8-O2,P8-O2_t746,P8-O2_t761
14872,14873,Undirected,1.0,intra,P4-O2,P4-O2_t792,P4-O2_t793
6715,11835,Undirected,1.0,inter,F3-C3<->F4-C4,F3-C3_t315,F4-C4_t315
8456,21256,Undirected,1.0,inter,C3-P3<->FZ-CZ,C3-P3_t776,FZ-CZ_t776
6822,20902,Undirected,1.0,inter,F3-C3<->FZ-CZ,F3-C3_t422,FZ-CZ_t422
6795,6807,Undirected,1.0,intra,F3-C3,F3-C3_t395,F3-C3_t407
6027,26507,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t907,FT9-FT10_t907
11782,25862,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t262,FT9-FT10_t262
13842,13843,Undirected,1.0,intra,C4-P4,C4-P4_t1042,C4-P4_t1043
4070,7910,Undirected,1.0,inter,P7-O1<->C3-P3,P7-O1_t230,C3-P3_t230
9105,28305,Undirected,1.0,inter,P3-O1<->T8-P8-1,P3-O1_t145,T8-P8-1_t145
17744,21584,Undirected,1.0,inter,F8-T8<->FZ-CZ,F8-T8_t1104,FZ-CZ_t1104
4334,13294,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t494,C4-P4_t494
4933,10053,Undirected,1.0,inter,P7-O1<->P3-O1,P7-O1_t1093,P3-O1_t1093
14851,19971,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t771,P8-O2_t771
6354,6371,Undirected,1.0,intra,FP1-F3,FP1-F3_t1234,FP1-F3_t1251
11943,28583,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t423,T8-P8-1_t423
4632,9752,Undirected,1.0,inter,P7-O1<->P3-O1,P7-O1_t792,P3-O1_t792
7598,15278,Undirected,1.0,inter,F3-C3<->P4-O2,F3-C3_t1198,P4-O2_t1198
8396,8403,Undirected,1.0,intra,C3-P3,C3-P3_t716,C3-P3_t723
3305,16105,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t745,FP2-F8_t745
1012,6132,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t1012,FP1-F3_t1012
10721,15841,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t481,FP2-F8_t481
9250,20770,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t290,FZ-CZ_t290
350,18270,Undirected,1.0,inter,FP1-F7<->T8-P8-0,FP1-F7_t350,T8-P8-0_t350
16341,26581,Undirected,1.0,inter,FP2-F8<->FT9-FT10,FP2-F8_t981,FT9-FT10_t981
749,12269,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t749,F4-C4_t749
8359,17319,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t679,F8-T8_t679
11255,22775,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t1015,CZ-PZ_t1015
25430,27990,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t1110,FT10-T8_t1110
5637,14597,Undirected,1.0,inter,FP1-F3<->P4-O2,FP1-F3_t517,P4-O2_t517
7569,19089,Undirected,1.0,inter,F3-C3<->T8-P8-0,F3-C3_t1169,T8-P8-0_t1169
1521,9201,Undirected,1.0,inter,F7-T7<->P3-O1,F7-T7_t241,P3-O1_t241
9363,26003,Undirected,1.0,inter,P3-O1<->FT9-FT10,P3-O1_t403,FT9-FT10_t403
17777,25457,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t1137,T7-FT9_t1137
5014,17814,Undirected,1.0,inter,P7-O1<->F8-T8,P7-O1_t1174,F8-T8_t1174
1685,10645,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t405,FP2-F4_t405
25281,26561,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t961,FT9-FT10_t961
16814,25774,Undirected,1.0,inter,F8-T8<->FT9-FT10,F8-T8_t174,FT9-FT10_t174
15173,25413,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t1093,T7-FT9_t1093
8685,13805,Undirected,1.0,inter,C3-P3<->C4-P4,C3-P3_t1005,C4-P4_t1005
16423,26663,Undirected,1.0,inter,FP2-F8<->FT9-FT10,FP2-F8_t1063,FT9-FT10_t1063
15438,15443,Undirected,1.0,intra,FP2-F8,FP2-F8_t78,FP2-F8_t83
4722,17522,Undirected,1.0,inter,P7-O1<->F8-T8,P7-O1_t882,F8-T8_t882
8249,9529,Undirected,1.0,inter,C3-P3<->P3-O1,C3-P3_t569,P3-O1_t569
21260,27660,Undirected,1.0,inter,FZ-CZ<->FT10-T8,FZ-CZ_t780,FT10-T8_t780
13850,29210,Undirected,1.0,inter,C4-P4<->T8-P8-1,C4-P4_t1050,T8-P8-1_t1050
3775,22975,Undirected,1.0,inter,T7-P7<->CZ-PZ,T7-P7_t1215,CZ-PZ_t1215
5503,27263,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t383,FT10-T8_t383
8936,26856,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t1256,FT9-FT10_t1256
4953,8793,Undirected,1.0,inter,P7-O1<->C3-P3,P7-O1_t1113,C3-P3_t1113
15570,27090,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t210,FT10-T8_t210
24056,26616,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t1016,FT9-FT10_t1016
11239,11250,Undirected,1.0,intra,FP2-F4,FP2-F4_t999,FP2-F4_t1010
3234,22434,Undirected,1.0,inter,T7-P7<->CZ-PZ,T7-P7_t674,CZ-PZ_t674
19539,19540,Undirected,1.0,intra,P8-O2,P8-O2_t339,P8-O2_t340
2547,5107,Undirected,1.0,inter,F7-T7<->P7-O1,F7-T7_t1267,P7-O1_t1267
11945,27305,Undirected,1.0,inter,F4-C4<->FT10-T8,F4-C4_t425,FT10-T8_t425
9587,15987,Undirected,1.0,inter,P3-O1<->FP2-F8,P3-O1_t627,FP2-F8_t627
10116,22916,Undirected,1.0,inter,P3-O1<->CZ-PZ,P3-O1_t1156,CZ-PZ_t1156
21034,24874,Undirected,1.0,inter,FZ-CZ<->T7-FT9,FZ-CZ_t554,T7-FT9_t554
10213,28133,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t1253,FT10-T8_t1253
1380,23140,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t100,P7-T7_t100
6202,16442,Undirected,1.0,inter,FP1-F3<->FP2-F8,FP1-F3_t1082,FP2-F8_t1082
17755,22875,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t1115,CZ-PZ_t1115
1977,13497,Undirected,1.0,inter,F7-T7<->C4-P4,F7-T7_t697,C4-P4_t697
6536,23176,Undirected,1.0,inter,F3-C3<->P7-T7,F3-C3_t136,P7-T7_t136
14911,21311,Undirected,1.0,inter,P4-O2<->FZ-CZ,P4-O2_t831,FZ-CZ_t831
4032,21952,Undirected,1.0,inter,P7-O1<->CZ-PZ,P7-O1_t192,CZ-PZ_t192
12066,28706,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t546,T8-P8-1_t546
18327,26007,Undirected,1.0,inter,T8-P8-0<->FT9-FT10,T8-P8-0_t407,FT9-FT10_t407
19578,19579,Undirected,1.0,intra,P8-O2,P8-O2_t378,P8-O2_t379
446,8126,Undirected,1.0,inter,FP1-F7<->C3-P3,FP1-F7_t446,C3-P3_t446
6143,22783,Undirected,1.0,inter,FP1-F3<->CZ-PZ,FP1-F3_t1023,CZ-PZ_t1023
28567,28568,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t407,T8-P8-1_t408
7861,9141,Undirected,1.0,inter,C3-P3<->P3-O1,C3-P3_t181,P3-O1_t181
360,19560,Undirected,1.0,inter,FP1-F7<->P8-O2,FP1-F7_t360,P8-O2_t360
10898,13458,Undirected,1.0,inter,FP2-F4<->C4-P4,FP2-F4_t658,C4-P4_t658
5750,14710,Undirected,1.0,inter,FP1-F3<->P4-O2,FP1-F3_t630,P4-O2_t630
13927,13928,Undirected,1.0,intra,C4-P4,C4-P4_t1127,C4-P4_t1128
6485,7765,Undirected,1.0,inter,F3-C3<->C3-P3,F3-C3_t85,C3-P3_t85
16053,23733,Undirected,1.0,inter,FP2-F8<->P7-T7,FP2-F8_t693,P7-T7_t693
1982,12222,Undirected,1.0,inter,F7-T7<->F4-C4,F7-T7_t702,F4-C4_t702
15254,24214,Undirected,1.0,inter,P4-O2<->P7-T7,P4-O2_t1174,P7-T7_t1174
1238,2518,Undirected,1.0,inter,FP1-F7<->F7-T7,FP1-F7_t1238,F7-T7_t1238
1998,23758,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t718,P7-T7_t718
23766,23767,Undirected,1.0,intra,P7-T7,P7-T7_t726,P7-T7_t727
5487,24687,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t367,T7-FT9_t367
20990,21070,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t510,FZ-CZ_t590
18562,18563,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t642,T8-P8-0_t643
11356,13916,Undirected,1.0,inter,FP2-F4<->C4-P4,FP2-F4_t1116,C4-P4_t1116
4267,20907,Undirected,1.0,inter,P7-O1<->FZ-CZ,P7-O1_t427,FZ-CZ_t427
12476,27836,Undirected,1.0,inter,F4-C4<->FT10-T8,F4-C4_t956,FT10-T8_t956
1510,15590,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t230,FP2-F8_t230
27345,28625,Undirected,1.0,inter,FT10-T8<->T8-P8-1,FT10-T8_t465,T8-P8-1_t465
13479,13504,Undirected,1.0,intra,C4-P4,C4-P4_t679,C4-P4_t704
8616,15016,Undirected,1.0,inter,C3-P3<->P4-O2,C3-P3_t936,P4-O2_t936
319,24639,Undirected,1.0,inter,FP1-F7<->T7-FT9,FP1-F7_t319,T7-FT9_t319
7426,24066,Undirected,1.0,inter,F3-C3<->P7-T7,F3-C3_t1026,P7-T7_t1026
4193,5473,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t353,FP1-F3_t353
13848,22808,Undirected,1.0,inter,C4-P4<->CZ-PZ,C4-P4_t1048,CZ-PZ_t1048
9233,14353,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t273,P4-O2_t273
2045,2046,Undirected,1.0,intra,F7-T7,F7-T7_t765,F7-T7_t766
3215,26255,Undirected,1.0,inter,T7-P7<->FT9-FT10,T7-P7_t655,FT9-FT10_t655
13974,15254,Undirected,1.0,inter,C4-P4<->P4-O2,C4-P4_t1174,P4-O2_t1174
2258,27858,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t978,FT10-T8_t978
13744,23984,Undirected,1.0,inter,C4-P4<->P7-T7,C4-P4_t944,P7-T7_t944
3960,12920,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t120,C4-P4_t120
5057,14017,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t1217,C4-P4_t1217
9087,16767,Undirected,1.0,inter,P3-O1<->F8-T8,P3-O1_t127,F8-T8_t127
1169,15249,Undirected,1.0,inter,FP1-F7<->P4-O2,FP1-F7_t1169,P4-O2_t1169
8400,25040,Undirected,1.0,inter,C3-P3<->T7-FT9,C3-P3_t720,T7-FT9_t720
15555,27075,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t195,FT10-T8_t195
48,9008,Undirected,1.0,inter,FP1-F7<->P3-O1,FP1-F7_t48,P3-O1_t48
1873,14673,Undirected,1.0,inter,F7-T7<->P4-O2,F7-T7_t593,P4-O2_t593
11845,22085,Undirected,1.0,inter,F4-C4<->CZ-PZ,F4-C4_t325,CZ-PZ_t325
15671,28471,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t311,T8-P8-1_t311
628,13428,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t628,C4-P4_t628
5624,10744,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t504,FP2-F4_t504
26615,29175,Undirected,1.0,inter,FT9-FT10<->T8-P8-1,FT9-FT10_t1015,T8-P8-1_t1015
1002,4842,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t1002,P7-O1_t1002
4008,19368,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t168,P8-O2_t168
12937,15497,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t137,FP2-F8_t137
1428,23188,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t148,P7-T7_t148
9381,22181,Undirected,1.0,inter,P3-O1<->CZ-PZ,P3-O1_t421,CZ-PZ_t421
17773,25453,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t1133,T7-FT9_t1133
3759,10159,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t1199,P3-O1_t1199
4076,20716,Undirected,1.0,inter,P7-O1<->FZ-CZ,P7-O1_t236,FZ-CZ_t236
22726,22748,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t966,CZ-PZ_t988
6899,26099,Undirected,1.0,inter,F3-C3<->FT9-FT10,F3-C3_t499,FT9-FT10_t499
25155,25158,Undirected,1.0,intra,T7-FT9,T7-FT9_t835,T7-FT9_t838
6127,18927,Undirected,1.0,inter,FP1-F3<->T8-P8-0,FP1-F3_t1007,T8-P8-0_t1007
13236,27316,Undirected,1.0,inter,C4-P4<->FT10-T8,C4-P4_t436,FT10-T8_t436
21050,23610,Undirected,1.0,inter,FZ-CZ<->P7-T7,FZ-CZ_t570,P7-T7_t570
7999,15679,Undirected,1.0,inter,C3-P3<->FP2-F8,C3-P3_t319,FP2-F8_t319
2540,16620,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t1260,FP2-F8_t1260
3026,3027,Undirected,1.0,intra,T7-P7,T7-P7_t466,T7-P7_t467
26615,26616,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t1015,FT9-FT10_t1016
746,16106,Undirected,1.0,inter,FP1-F7<->FP2-F8,FP1-F7_t746,FP2-F8_t746
13597,17437,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t797,F8-T8_t797
11507,16627,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t1267,FP2-F8_t1267
25349,26629,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t1029,FT9-FT10_t1029
17203,24883,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t563,T7-FT9_t563
11718,12998,Undirected,1.0,inter,F4-C4<->C4-P4,F4-C4_t198,C4-P4_t198
3060,12020,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t500,F4-C4_t500
901,2181,Undirected,1.0,inter,FP1-F7<->F7-T7,FP1-F7_t901,F7-T7_t901
15831,23511,Undirected,1.0,inter,FP2-F8<->P7-T7,FP2-F8_t471,P7-T7_t471
11645,11717,Undirected,1.0,intra,F4-C4,F4-C4_t125,F4-C4_t197
12682,25482,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t1162,T7-FT9_t1162
10468,21988,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t228,CZ-PZ_t228
6733,6734,Undirected,1.0,intra,F3-C3,F3-C3_t333,F3-C3_t334
13961,13962,Undirected,1.0,intra,C4-P4,C4-P4_t1161,C4-P4_t1162
7873,7874,Undirected,1.0,intra,C3-P3,C3-P3_t193,C3-P3_t194
408,22168,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t408,CZ-PZ_t408
13573,28933,Undirected,1.0,inter,C4-P4<->T8-P8-1,C4-P4_t773,T8-P8-1_t773
13715,20115,Undirected,1.0,inter,C4-P4<->P8-O2,C4-P4_t915,P8-O2_t915
14530,20930,Undirected,1.0,inter,P4-O2<->FZ-CZ,P4-O2_t450,FZ-CZ_t450
3015,23495,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t455,P7-T7_t455
17943,24343,Undirected,1.0,inter,T8-P8-0<->T7-FT9,T8-P8-0_t23,T7-FT9_t23
5889,12289,Undirected,1.0,inter,FP1-F3<->F4-C4,FP1-F3_t769,F4-C4_t769
8583,23943,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t903,P7-T7_t903
13670,17510,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t870,F8-T8_t870
24699,24700,Undirected,1.0,intra,T7-FT9,T7-FT9_t379,T7-FT9_t380
18853,29093,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t933,T8-P8-1_t933
4140,28460,Undirected,1.0,inter,P7-O1<->T8-P8-1,P7-O1_t300,T8-P8-1_t300
12210,22450,Undirected,1.0,inter,F4-C4<->CZ-PZ,F4-C4_t690,CZ-PZ_t690
2815,10495,Undirected,1.0,inter,T7-P7<->FP2-F4,T7-P7_t255,FP2-F4_t255
16095,23775,Undirected,1.0,inter,FP2-F8<->P7-T7,FP2-F8_t735,P7-T7_t735
8100,15780,Undirected,1.0,inter,C3-P3<->FP2-F8,C3-P3_t420,FP2-F8_t420
2128,16208,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t848,FP2-F8_t848
2242,17602,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t962,F8-T8_t962
7975,11815,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t295,F4-C4_t295
8800,25440,Undirected,1.0,inter,C3-P3<->T7-FT9,C3-P3_t1120,T7-FT9_t1120
15194,15205,Undirected,1.0,intra,P4-O2,P4-O2_t1114,P4-O2_t1125
16992,19552,Undirected,1.0,inter,F8-T8<->P8-O2,F8-T8_t352,P8-O2_t352
5106,26866,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t1266,FT9-FT10_t1266
5513,10633,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t393,FP2-F4_t393
24803,27363,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t483,FT10-T8_t483
2581,19221,Undirected,1.0,inter,T7-P7<->P8-O2,T7-P7_t21,P8-O2_t21
3465,16265,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t905,FP2-F8_t905
834,14914,Undirected,1.0,inter,FP1-F7<->P4-O2,FP1-F7_t834,P4-O2_t834
10365,10366,Undirected,1.0,intra,FP2-F4,FP2-F4_t125,FP2-F4_t126
2308,24068,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t1028,P7-T7_t1028
3936,3937,Undirected,1.0,intra,P7-O1,P7-O1_t96,P7-O1_t97
15001,18841,Undirected,1.0,inter,P4-O2<->T8-P8-0,P4-O2_t921,T8-P8-0_t921
15477,19317,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t117,P8-O2_t117
4713,21353,Undirected,1.0,inter,P7-O1<->FZ-CZ,P7-O1_t873,FZ-CZ_t873
4371,24851,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t531,T7-FT9_t531
13246,13253,Undirected,1.0,intra,C4-P4,C4-P4_t446,C4-P4_t453
21485,22765,Undirected,1.0,inter,FZ-CZ<->CZ-PZ,FZ-CZ_t1005,CZ-PZ_t1005
5798,8358,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t678,C3-P3_t678
2566,16646,Undirected,1.0,inter,T7-P7<->F8-T8,T7-P7_t6,F8-T8_t6
2502,20422,Undirected,1.0,inter,F7-T7<->P8-O2,F7-T7_t1222,P8-O2_t1222
16268,21388,Undirected,1.0,inter,FP2-F8<->FZ-CZ,FP2-F8_t908,FZ-CZ_t908
29438,29439,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t1278,T8-P8-1_t1279
6911,6933,Undirected,1.0,intra,F3-C3,F3-C3_t511,F3-C3_t533
9513,21033,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t553,FZ-CZ_t553
749,3309,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t749,T7-P7_t749
14086,21766,Undirected,1.0,inter,P4-O2<->CZ-PZ,P4-O2_t6,CZ-PZ_t6
8717,8722,Undirected,1.0,intra,C3-P3,C3-P3_t1037,C3-P3_t1042
7619,29379,Undirected,1.0,inter,F3-C3<->T8-P8-1,F3-C3_t1219,T8-P8-1_t1219
18182,18183,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t262,T8-P8-0_t263
6256,13936,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t1136,C4-P4_t1136
5847,23767,Undirected,1.0,inter,FP1-F3<->P7-T7,FP1-F3_t727,P7-T7_t727
18502,21062,Undirected,1.0,inter,T8-P8-0<->FZ-CZ,T8-P8-0_t582,FZ-CZ_t582
6360,10200,Undirected,1.0,inter,FP1-F3<->P3-O1,FP1-F3_t1240,P3-O1_t1240
10359,24439,Undirected,1.0,inter,FP2-F4<->T7-FT9,FP2-F4_t119,T7-FT9_t119
8981,20501,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t21,FZ-CZ_t21
9149,21949,Undirected,1.0,inter,P3-O1<->CZ-PZ,P3-O1_t189,CZ-PZ_t189
8979,16659,Undirected,1.0,inter,P3-O1<->F8-T8,P3-O1_t19,F8-T8_t19
14643,27443,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t563,FT10-T8_t563
12423,12442,Undirected,1.0,intra,F4-C4,F4-C4_t903,F4-C4_t922
8174,22254,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t494,CZ-PZ_t494
15173,26693,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t1093,FT9-FT10_t1093
9364,23444,Undirected,1.0,inter,P3-O1<->P7-T7,P3-O1_t404,P7-T7_t404
23151,24431,Undirected,1.0,inter,P7-T7<->T7-FT9,P7-T7_t111,T7-FT9_t111
