Id,Label,electrode,time_idx,layer,graph_label
T8-P8-0_t829,T8-P8-0_t829,T8-P8-0,829,T8-P8-0,ictal
T8-P8-0_t830,T8-P8-0_t830,T8-P8-0,830,T8-P8-0,ictal
T8-P8-0_t831,T8-P8-0_t831,T8-P8-0,831,T8-P8-0,ictal
T8-P8-0_t832,T8-P8-0_t832,T8-P8-0,832,T8-P8-0,ictal
T8-P8-0_t833,T8-P8-0_t833,T8-P8-0,833,T8-P8-0,ictal
T8-P8-0_t834,T8-P8-0_t834,T8-P8-0,834,T8-P8-0,ictal
T8-P8-0_t835,T8-P8-0_t835,T8-P8-0,835,T8-P8-0,ictal
T8-P8-0_t836,T8-P8-0_t836,T8-P8-0,836,T8-P8-0,ictal
T8-P8-0_t837,T8-P8-0_t837,T8-P8-0,837,T8-P8-0,ictal
T8-P8-0_t838,T8-P8-0_t838,T8-P8-0,838,T8-P8-0,ictal
T8-P8-0_t839,T8-P8-0_t839,T8-P8-0,839,T8-P8-0,ictal
T8-P8-0_t840,T8-P8-0_t840,T8-P8-0,840,T8-P8-0,ictal
T8-P8-0_t841,T8-P8-0_t841,T8-P8-0,841,T8-P8-0,ictal
T8-P8-0_t842,T8-P8-0_t842,T8-P8-0,842,T8-P8-0,ictal
T8-P8-0_t843,T8-P8-0_t843,T8-P8-0,843,T8-P8-0,ictal
T8-P8-0_t844,T8-P8-0_t844,T8-P8-0,844,T8-P8-0,ictal
T8-P8-0_t845,T8-P8-0_t845,T8-P8-0,845,T8-P8-0,ictal
T8-P8-0_t846,T8-P8-0_t846,T8-P8-0,846,T8-P8-0,ictal
T8-P8-0_t847,T8-P8-0_t847,T8-P8-0,847,T8-P8-0,ictal
T8-P8-0_t848,T8-P8-0_t848,T8-P8-0,848,T8-P8-0,ictal
T8-P8-0_t849,T8-P8-0_t849,T8-P8-0,849,T8-P8-0,ictal
T8-P8-0_t850,T8-P8-0_t850,T8-P8-0,850,T8-P8-0,ictal
T8-P8-0_t851,T8-P8-0_t851,T8-P8-0,851,T8-P8-0,ictal
T8-P8-0_t852,T8-P8-0_t852,T8-P8-0,852,T8-P8-0,ictal
T8-P8-0_t853,T8-P8-0_t853,T8-P8-0,853,T8-P8-0,ictal
T8-P8-0_t854,T8-P8-0_t854,T8-P8-0,854,T8-P8-0,ictal
T8-P8-0_t855,T8-P8-0_t855,T8-P8-0,855,T8-P8-0,ictal
T8-P8-0_t856,T8-P8-0_t856,T8-P8-0,856,T8-P8-0,ictal
T8-P8-0_t857,T8-P8-0_t857,T8-P8-0,857,T8-P8-0,ictal
T8-P8-0_t858,T8-P8-0_t858,T8-P8-0,858,T8-P8-0,ictal
T8-P8-0_t859,T8-P8-0_t859,T8-P8-0,859,T8-P8-0,ictal
T8-P8-0_t860,T8-P8-0_t860,T8-P8-0,860,T8-P8-0,ictal
T8-P8-0_t861,T8-P8-0_t861,T8-P8-0,861,T8-P8-0,ictal
T8-P8-0_t862,T8-P8-0_t862,T8-P8-0,862,T8-P8-0,ictal
T8-P8-0_t863,T8-P8-0_t863,T8-P8-0,863,T8-P8-0,ictal
T8-P8-0_t864,T8-P8-0_t864,T8-P8-0,864,T8-P8-0,ictal
T8-P8-0_t865,T8-P8-0_t865,T8-P8-0,865,T8-P8-0,ictal
T8-P8-0_t866,T8-P8-0_t866,T8-P8-0,866,T8-P8-0,ictal
T8-P8-0_t867,T8-P8-0_t867,T8-P8-0,867,T8-P8-0,ictal
T8-P8-0_t868,T8-P8-0_t868,T8-P8-0,868,T8-P8-0,ictal
T8-P8-0_t869,T8-P8-0_t869,T8-P8-0,869,T8-P8-0,ictal
T8-P8-0_t870,T8-P8-0_t870,T8-P8-0,870,T8-P8-0,ictal
T8-P8-0_t871,T8-P8-0_t871,T8-P8-0,871,T8-P8-0,ictal
T8-P8-0_t872,T8-P8-0_t872,T8-P8-0,872,T8-P8-0,ictal
T8-P8-0_t873,T8-P8-0_t873,T8-P8-0,873,T8-P8-0,ictal
T8-P8-0_t874,T8-P8-0_t874,T8-P8-0,874,T8-P8-0,ictal
T8-P8-0_t875,T8-P8-0_t875,T8-P8-0,875,T8-P8-0,ictal
T8-P8-0_t876,T8-P8-0_t876,T8-P8-0,876,T8-P8-0,ictal
T8-P8-0_t877,T8-P8-0_t877,T8-P8-0,877,T8-P8-0,ictal
T8-P8-0_t878,T8-P8-0_t878,T8-P8-0,878,T8-P8-0,ictal
T8-P8-0_t879,T8-P8-0_t879,T8-P8-0,879,T8-P8-0,ictal
T8-P8-0_t880,T8-P8-0_t880,T8-P8-0,880,T8-P8-0,ictal
T8-P8-0_t881,T8-P8-0_t881,T8-P8-0,881,T8-P8-0,ictal
T8-P8-0_t882,T8-P8-0_t882,T8-P8-0,882,T8-P8-0,ictal
T8-P8-0_t883,T8-P8-0_t883,T8-P8-0,883,T8-P8-0,ictal
T8-P8-0_t884,T8-P8-0_t884,T8-P8-0,884,T8-P8-0,ictal
T8-P8-0_t885,T8-P8-0_t885,T8-P8-0,885,T8-P8-0,ictal
T8-P8-0_t886,T8-P8-0_t886,T8-P8-0,886,T8-P8-0,ictal
T8-P8-0_t887,T8-P8-0_t887,T8-P8-0,887,T8-P8-0,ictal
T8-P8-0_t888,T8-P8-0_t888,T8-P8-0,888,T8-P8-0,ictal
T8-P8-0_t889,T8-P8-0_t889,T8-P8-0,889,T8-P8-0,ictal
T8-P8-0_t890,T8-P8-0_t890,T8-P8-0,890,T8-P8-0,ictal
T8-P8-0_t891,T8-P8-0_t891,T8-P8-0,891,T8-P8-0,ictal
T8-P8-0_t892,T8-P8-0_t892,T8-P8-0,892,T8-P8-0,ictal
T8-P8-0_t893,T8-P8-0_t893,T8-P8-0,893,T8-P8-0,ictal
T8-P8-0_t894,T8-P8-0_t894,T8-P8-0,894,T8-P8-0,ictal
T8-P8-0_t895,T8-P8-0_t895,T8-P8-0,895,T8-P8-0,ictal
T8-P8-0_t896,T8-P8-0_t896,T8-P8-0,896,T8-P8-0,ictal
T8-P8-0_t897,T8-P8-0_t897,T8-P8-0,897,T8-P8-0,ictal
T8-P8-0_t898,T8-P8-0_t898,T8-P8-0,898,T8-P8-0,ictal
T8-P8-0_t899,T8-P8-0_t899,T8-P8-0,899,T8-P8-0,ictal
T8-P8-0_t900,T8-P8-0_t900,T8-P8-0,900,T8-P8-0,ictal
T8-P8-0_t901,T8-P8-0_t901,T8-P8-0,901,T8-P8-0,ictal
T8-P8-0_t902,T8-P8-0_t902,T8-P8-0,902,T8-P8-0,ictal
T8-P8-0_t903,T8-P8-0_t903,T8-P8-0,903,T8-P8-0,ictal
T8-P8-0_t904,T8-P8-0_t904,T8-P8-0,904,T8-P8-0,ictal
T8-P8-0_t905,T8-P8-0_t905,T8-P8-0,905,T8-P8-0,ictal
T8-P8-0_t906,T8-P8-0_t906,T8-P8-0,906,T8-P8-0,ictal
T8-P8-0_t907,T8-P8-0_t907,T8-P8-0,907,T8-P8-0,ictal
T8-P8-0_t908,T8-P8-0_t908,T8-P8-0,908,T8-P8-0,ictal
T8-P8-0_t909,T8-P8-0_t909,T8-P8-0,909,T8-P8-0,ictal
T8-P8-0_t910,T8-P8-0_t910,T8-P8-0,910,T8-P8-0,ictal
T8-P8-0_t911,T8-P8-0_t911,T8-P8-0,911,T8-P8-0,ictal
T8-P8-0_t912,T8-P8-0_t912,T8-P8-0,912,T8-P8-0,ictal
T8-P8-0_t913,T8-P8-0_t913,T8-P8-0,913,T8-P8-0,ictal
T8-P8-0_t914,T8-P8-0_t914,T8-P8-0,914,T8-P8-0,ictal
T8-P8-0_t915,T8-P8-0_t915,T8-P8-0,915,T8-P8-0,ictal
T8-P8-0_t916,T8-P8-0_t916,T8-P8-0,916,T8-P8-0,ictal
T8-P8-0_t917,T8-P8-0_t917,T8-P8-0,917,T8-P8-0,ictal
T8-P8-0_t918,T8-P8-0_t918,T8-P8-0,918,T8-P8-0,ictal
T8-P8-0_t919,T8-P8-0_t919,T8-P8-0,919,T8-P8-0,ictal
T8-P8-0_t920,T8-P8-0_t920,T8-P8-0,920,T8-P8-0,ictal
T8-P8-0_t921,T8-P8-0_t921,T8-P8-0,921,T8-P8-0,ictal
T8-P8-0_t922,T8-P8-0_t922,T8-P8-0,922,T8-P8-0,ictal
T8-P8-0_t923,T8-P8-0_t923,T8-P8-0,923,T8-P8-0,ictal
T8-P8-0_t924,T8-P8-0_t924,T8-P8-0,924,T8-P8-0,ictal
T8-P8-0_t925,T8-P8-0_t925,T8-P8-0,925,T8-P8-0,ictal
T8-P8-0_t926,T8-P8-0_t926,T8-P8-0,926,T8-P8-0,ictal
T8-P8-0_t927,T8-P8-0_t927,T8-P8-0,927,T8-P8-0,ictal
T8-P8-0_t928,T8-P8-0_t928,T8-P8-0,928,T8-P8-0,ictal
T8-P8-0_t929,T8-P8-0_t929,T8-P8-0,929,T8-P8-0,ictal
T8-P8-0_t930,T8-P8-0_t930,T8-P8-0,930,T8-P8-0,ictal
T8-P8-0_t931,T8-P8-0_t931,T8-P8-0,931,T8-P8-0,ictal
T8-P8-0_t932,T8-P8-0_t932,T8-P8-0,932,T8-P8-0,ictal
T8-P8-0_t933,T8-P8-0_t933,T8-P8-0,933,T8-P8-0,ictal
T8-P8-0_t934,T8-P8-0_t934,T8-P8-0,934,T8-P8-0,ictal
T8-P8-0_t935,T8-P8-0_t935,T8-P8-0,935,T8-P8-0,ictal
T8-P8-0_t936,T8-P8-0_t936,T8-P8-0,936,T8-P8-0,ictal
T8-P8-0_t937,T8-P8-0_t937,T8-P8-0,937,T8-P8-0,ictal
T8-P8-0_t938,T8-P8-0_t938,T8-P8-0,938,T8-P8-0,ictal
T8-P8-0_t939,T8-P8-0_t939,T8-P8-0,939,T8-P8-0,ictal
T8-P8-0_t940,T8-P8-0_t940,T8-P8-0,940,T8-P8-0,ictal
T8-P8-0_t941,T8-P8-0_t941,T8-P8-0,941,T8-P8-0,ictal
T8-P8-0_t942,T8-P8-0_t942,T8-P8-0,942,T8-P8-0,ictal
T8-P8-0_t943,T8-P8-0_t943,T8-P8-0,943,T8-P8-0,ictal
T8-P8-0_t944,T8-P8-0_t944,T8-P8-0,944,T8-P8-0,ictal
T8-P8-0_t945,T8-P8-0_t945,T8-P8-0,945,T8-P8-0,ictal
T8-P8-0_t946,T8-P8-0_t946,T8-P8-0,946,T8-P8-0,ictal
T8-P8-0_t947,T8-P8-0_t947,T8-P8-0,947,T8-P8-0,ictal
T8-P8-0_t948,T8-P8-0_t948,T8-P8-0,948,T8-P8-0,ictal
T8-P8-0_t949,T8-P8-0_t949,T8-P8-0,949,T8-P8-0,ictal
T8-P8-0_t950,T8-P8-0_t950,T8-P8-0,950,T8-P8-0,ictal
T8-P8-0_t951,T8-P8-0_t951,T8-P8-0,951,T8-P8-0,ictal
T8-P8-0_t952,T8-P8-0_t952,T8-P8-0,952,T8-P8-0,ictal
T8-P8-0_t953,T8-P8-0_t953,T8-P8-0,953,T8-P8-0,ictal
T8-P8-0_t954,T8-P8-0_t954,T8-P8-0,954,T8-P8-0,ictal
T8-P8-0_t955,T8-P8-0_t955,T8-P8-0,955,T8-P8-0,ictal
T8-P8-0_t956,T8-P8-0_t956,T8-P8-0,956,T8-P8-0,ictal
T8-P8-0_t957,T8-P8-0_t957,T8-P8-0,957,T8-P8-0,ictal
T8-P8-0_t958,T8-P8-0_t958,T8-P8-0,958,T8-P8-0,ictal
T8-P8-0_t959,T8-P8-0_t959,T8-P8-0,959,T8-P8-0,ictal
T8-P8-0_t960,T8-P8-0_t960,T8-P8-0,960,T8-P8-0,ictal
T8-P8-0_t961,T8-P8-0_t961,T8-P8-0,961,T8-P8-0,ictal
T8-P8-0_t962,T8-P8-0_t962,T8-P8-0,962,T8-P8-0,ictal
T8-P8-0_t963,T8-P8-0_t963,T8-P8-0,963,T8-P8-0,ictal
T8-P8-0_t964,T8-P8-0_t964,T8-P8-0,964,T8-P8-0,ictal
T8-P8-0_t965,T8-P8-0_t965,T8-P8-0,965,T8-P8-0,ictal
T8-P8-0_t966,T8-P8-0_t966,T8-P8-0,966,T8-P8-0,ictal
T8-P8-0_t967,T8-P8-0_t967,T8-P8-0,967,T8-P8-0,ictal
T8-P8-0_t968,T8-P8-0_t968,T8-P8-0,968,T8-P8-0,ictal
T8-P8-0_t969,T8-P8-0_t969,T8-P8-0,969,T8-P8-0,ictal
T8-P8-0_t970,T8-P8-0_t970,T8-P8-0,970,T8-P8-0,ictal
T8-P8-0_t971,T8-P8-0_t971,T8-P8-0,971,T8-P8-0,ictal
T8-P8-0_t972,T8-P8-0_t972,T8-P8-0,972,T8-P8-0,ictal
T8-P8-0_t973,T8-P8-0_t973,T8-P8-0,973,T8-P8-0,ictal
T8-P8-0_t974,T8-P8-0_t974,T8-P8-0,974,T8-P8-0,ictal
T8-P8-0_t975,T8-P8-0_t975,T8-P8-0,975,T8-P8-0,ictal
T8-P8-0_t976,T8-P8-0_t976,T8-P8-0,976,T8-P8-0,ictal
T8-P8-0_t977,T8-P8-0_t977,T8-P8-0,977,T8-P8-0,ictal
T8-P8-0_t978,T8-P8-0_t978,T8-P8-0,978,T8-P8-0,ictal
T8-P8-0_t979,T8-P8-0_t979,T8-P8-0,979,T8-P8-0,ictal
T8-P8-0_t980,T8-P8-0_t980,T8-P8-0,980,T8-P8-0,ictal
T8-P8-0_t981,T8-P8-0_t981,T8-P8-0,981,T8-P8-0,ictal
T8-P8-0_t982,T8-P8-0_t982,T8-P8-0,982,T8-P8-0,ictal
T8-P8-0_t983,T8-P8-0_t983,T8-P8-0,983,T8-P8-0,ictal
T8-P8-0_t984,T8-P8-0_t984,T8-P8-0,984,T8-P8-0,ictal
T8-P8-0_t985,T8-P8-0_t985,T8-P8-0,985,T8-P8-0,ictal
T8-P8-0_t986,T8-P8-0_t986,T8-P8-0,986,T8-P8-0,ictal
T8-P8-0_t987,T8-P8-0_t987,T8-P8-0,987,T8-P8-0,ictal
T8-P8-0_t988,T8-P8-0_t988,T8-P8-0,988,T8-P8-0,ictal
T8-P8-0_t989,T8-P8-0_t989,T8-P8-0,989,T8-P8-0,ictal
T8-P8-0_t990,T8-P8-0_t990,T8-P8-0,990,T8-P8-0,ictal
T8-P8-0_t991,T8-P8-0_t991,T8-P8-0,991,T8-P8-0,ictal
T8-P8-0_t992,T8-P8-0_t992,T8-P8-0,992,T8-P8-0,ictal
T8-P8-0_t993,T8-P8-0_t993,T8-P8-0,993,T8-P8-0,ictal
T8-P8-0_t994,T8-P8-0_t994,T8-P8-0,994,T8-P8-0,ictal
T8-P8-0_t995,T8-P8-0_t995,T8-P8-0,995,T8-P8-0,ictal
T8-P8-0_t996,T8-P8-0_t996,T8-P8-0,996,T8-P8-0,ictal
T8-P8-0_t997,T8-P8-0_t997,T8-P8-0,997,T8-P8-0,ictal
T8-P8-0_t998,T8-P8-0_t998,T8-P8-0,998,T8-P8-0,ictal
T8-P8-0_t999,T8-P8-0_t999,T8-P8-0,999,T8-P8-0,ictal
T8-P8-0_t1000,T8-P8-0_t1000,T8-P8-0,1000,T8-P8-0,ictal
T8-P8-0_t1001,T8-P8-0_t1001,T8-P8-0,1001,T8-P8-0,ictal
T8-P8-0_t1002,T8-P8-0_t1002,T8-P8-0,1002,T8-P8-0,ictal
T8-P8-0_t1003,T8-P8-0_t1003,T8-P8-0,1003,T8-P8-0,ictal
T8-P8-0_t1004,T8-P8-0_t1004,T8-P8-0,1004,T8-P8-0,ictal
T8-P8-0_t1005,T8-P8-0_t1005,T8-P8-0,1005,T8-P8-0,ictal
T8-P8-0_t1006,T8-P8-0_t1006,T8-P8-0,1006,T8-P8-0,ictal
T8-P8-0_t1007,T8-P8-0_t1007,T8-P8-0,1007,T8-P8-0,ictal
T8-P8-0_t1008,T8-P8-0_t1008,T8-P8-0,1008,T8-P8-0,ictal
T8-P8-0_t1009,T8-P8-0_t1009,T8-P8-0,1009,T8-P8-0,ictal
T8-P8-0_t1010,T8-P8-0_t1010,T8-P8-0,1010,T8-P8-0,ictal
T8-P8-0_t1011,T8-P8-0_t1011,T8-P8-0,1011,T8-P8-0,ictal
T8-P8-0_t1012,T8-P8-0_t1012,T8-P8-0,1012,T8-P8-0,ictal
T8-P8-0_t1013,T8-P8-0_t1013,T8-P8-0,1013,T8-P8-0,ictal
T8-P8-0_t1014,T8-P8-0_t1014,T8-P8-0,1014,T8-P8-0,ictal
T8-P8-0_t1015,T8-P8-0_t1015,T8-P8-0,1015,T8-P8-0,ictal
T8-P8-0_t1016,T8-P8-0_t1016,T8-P8-0,1016,T8-P8-0,ictal
T8-P8-0_t1017,T8-P8-0_t1017,T8-P8-0,1017,T8-P8-0,ictal
T8-P8-0_t1018,T8-P8-0_t1018,T8-P8-0,1018,T8-P8-0,ictal
T8-P8-0_t1019,T8-P8-0_t1019,T8-P8-0,1019,T8-P8-0,ictal
T8-P8-0_t1020,T8-P8-0_t1020,T8-P8-0,1020,T8-P8-0,ictal
T8-P8-0_t1021,T8-P8-0_t1021,T8-P8-0,1021,T8-P8-0,ictal
T8-P8-0_t1022,T8-P8-0_t1022,T8-P8-0,1022,T8-P8-0,ictal
T8-P8-0_t1023,T8-P8-0_t1023,T8-P8-0,1023,T8-P8-0,ictal
T8-P8-0_t1024,T8-P8-0_t1024,T8-P8-0,1024,T8-P8-0,ictal
T8-P8-0_t1025,T8-P8-0_t1025,T8-P8-0,1025,T8-P8-0,ictal
T8-P8-0_t1026,T8-P8-0_t1026,T8-P8-0,1026,T8-P8-0,ictal
T8-P8-0_t1027,T8-P8-0_t1027,T8-P8-0,1027,T8-P8-0,ictal
T8-P8-0_t1028,T8-P8-0_t1028,T8-P8-0,1028,T8-P8-0,ictal
T8-P8-0_t1029,T8-P8-0_t1029,T8-P8-0,1029,T8-P8-0,ictal
T8-P8-0_t1030,T8-P8-0_t1030,T8-P8-0,1030,T8-P8-0,ictal
T8-P8-0_t1031,T8-P8-0_t1031,T8-P8-0,1031,T8-P8-0,ictal
T8-P8-0_t1032,T8-P8-0_t1032,T8-P8-0,1032,T8-P8-0,ictal
T8-P8-0_t1033,T8-P8-0_t1033,T8-P8-0,1033,T8-P8-0,ictal
T8-P8-0_t1034,T8-P8-0_t1034,T8-P8-0,1034,T8-P8-0,ictal
T8-P8-0_t1035,T8-P8-0_t1035,T8-P8-0,1035,T8-P8-0,ictal
T8-P8-0_t1036,T8-P8-0_t1036,T8-P8-0,1036,T8-P8-0,ictal
T8-P8-0_t1037,T8-P8-0_t1037,T8-P8-0,1037,T8-P8-0,ictal
T8-P8-0_t1038,T8-P8-0_t1038,T8-P8-0,1038,T8-P8-0,ictal
T8-P8-0_t1039,T8-P8-0_t1039,T8-P8-0,1039,T8-P8-0,ictal
T8-P8-0_t1040,T8-P8-0_t1040,T8-P8-0,1040,T8-P8-0,ictal
T8-P8-0_t1041,T8-P8-0_t1041,T8-P8-0,1041,T8-P8-0,ictal
T8-P8-0_t1042,T8-P8-0_t1042,T8-P8-0,1042,T8-P8-0,ictal
T8-P8-0_t1043,T8-P8-0_t1043,T8-P8-0,1043,T8-P8-0,ictal
T8-P8-0_t1044,T8-P8-0_t1044,T8-P8-0,1044,T8-P8-0,ictal
T8-P8-0_t1045,T8-P8-0_t1045,T8-P8-0,1045,T8-P8-0,ictal
T8-P8-0_t1046,T8-P8-0_t1046,T8-P8-0,1046,T8-P8-0,ictal
T8-P8-0_t1047,T8-P8-0_t1047,T8-P8-0,1047,T8-P8-0,ictal
T8-P8-0_t1048,T8-P8-0_t1048,T8-P8-0,1048,T8-P8-0,ictal
T8-P8-0_t1049,T8-P8-0_t1049,T8-P8-0,1049,T8-P8-0,ictal
T8-P8-0_t1050,T8-P8-0_t1050,T8-P8-0,1050,T8-P8-0,ictal
T8-P8-0_t1051,T8-P8-0_t1051,T8-P8-0,1051,T8-P8-0,ictal
T8-P8-0_t1052,T8-P8-0_t1052,T8-P8-0,1052,T8-P8-0,ictal
T8-P8-0_t1053,T8-P8-0_t1053,T8-P8-0,1053,T8-P8-0,ictal
T8-P8-0_t1054,T8-P8-0_t1054,T8-P8-0,1054,T8-P8-0,ictal
T8-P8-0_t1055,T8-P8-0_t1055,T8-P8-0,1055,T8-P8-0,ictal
T8-P8-0_t1056,T8-P8-0_t1056,T8-P8-0,1056,T8-P8-0,ictal
T8-P8-0_t1057,T8-P8-0_t1057,T8-P8-0,1057,T8-P8-0,ictal
T8-P8-0_t1058,T8-P8-0_t1058,T8-P8-0,1058,T8-P8-0,ictal
T8-P8-0_t1059,T8-P8-0_t1059,T8-P8-0,1059,T8-P8-0,ictal
T8-P8-0_t1060,T8-P8-0_t1060,T8-P8-0,1060,T8-P8-0,ictal
T8-P8-0_t1061,T8-P8-0_t1061,T8-P8-0,1061,T8-P8-0,ictal
T8-P8-0_t1062,T8-P8-0_t1062,T8-P8-0,1062,T8-P8-0,ictal
T8-P8-0_t1063,T8-P8-0_t1063,T8-P8-0,1063,T8-P8-0,ictal
T8-P8-0_t1064,T8-P8-0_t1064,T8-P8-0,1064,T8-P8-0,ictal
T8-P8-0_t1065,T8-P8-0_t1065,T8-P8-0,1065,T8-P8-0,ictal
T8-P8-0_t1066,T8-P8-0_t1066,T8-P8-0,1066,T8-P8-0,ictal
T8-P8-0_t1067,T8-P8-0_t1067,T8-P8-0,1067,T8-P8-0,ictal
T8-P8-0_t1068,T8-P8-0_t1068,T8-P8-0,1068,T8-P8-0,ictal
T8-P8-0_t1069,T8-P8-0_t1069,T8-P8-0,1069,T8-P8-0,ictal
T8-P8-0_t1070,T8-P8-0_t1070,T8-P8-0,1070,T8-P8-0,ictal
T8-P8-0_t1071,T8-P8-0_t1071,T8-P8-0,1071,T8-P8-0,ictal
T8-P8-0_t1072,T8-P8-0_t1072,T8-P8-0,1072,T8-P8-0,ictal
T8-P8-0_t1073,T8-P8-0_t1073,T8-P8-0,1073,T8-P8-0,ictal
T8-P8-0_t1074,T8-P8-0_t1074,T8-P8-0,1074,T8-P8-0,ictal
T8-P8-0_t1075,T8-P8-0_t1075,T8-P8-0,1075,T8-P8-0,ictal
T8-P8-0_t1076,T8-P8-0_t1076,T8-P8-0,1076,T8-P8-0,ictal
T8-P8-0_t1077,T8-P8-0_t1077,T8-P8-0,1077,T8-P8-0,ictal
T8-P8-0_t1078,T8-P8-0_t1078,T8-P8-0,1078,T8-P8-0,ictal
T8-P8-0_t1079,T8-P8-0_t1079,T8-P8-0,1079,T8-P8-0,ictal
T8-P8-0_t1080,T8-P8-0_t1080,T8-P8-0,1080,T8-P8-0,ictal
T8-P8-0_t1081,T8-P8-0_t1081,T8-P8-0,1081,T8-P8-0,ictal
T8-P8-0_t1082,T8-P8-0_t1082,T8-P8-0,1082,T8-P8-0,ictal
T8-P8-0_t1083,T8-P8-0_t1083,T8-P8-0,1083,T8-P8-0,ictal
T8-P8-0_t1084,T8-P8-0_t1084,T8-P8-0,1084,T8-P8-0,ictal
T8-P8-0_t1085,T8-P8-0_t1085,T8-P8-0,1085,T8-P8-0,ictal
T8-P8-0_t1086,T8-P8-0_t1086,T8-P8-0,1086,T8-P8-0,ictal
T8-P8-0_t1087,T8-P8-0_t1087,T8-P8-0,1087,T8-P8-0,ictal
T8-P8-0_t1088,T8-P8-0_t1088,T8-P8-0,1088,T8-P8-0,ictal
T8-P8-0_t1089,T8-P8-0_t1089,T8-P8-0,1089,T8-P8-0,ictal
T8-P8-0_t1090,T8-P8-0_t1090,T8-P8-0,1090,T8-P8-0,ictal
T8-P8-0_t1091,T8-P8-0_t1091,T8-P8-0,1091,T8-P8-0,ictal
T8-P8-0_t1092,T8-P8-0_t1092,T8-P8-0,1092,T8-P8-0,ictal
T8-P8-0_t1093,T8-P8-0_t1093,T8-P8-0,1093,T8-P8-0,ictal
T8-P8-0_t1094,T8-P8-0_t1094,T8-P8-0,1094,T8-P8-0,ictal
T8-P8-0_t1095,T8-P8-0_t1095,T8-P8-0,1095,T8-P8-0,ictal
T8-P8-0_t1096,T8-P8-0_t1096,T8-P8-0,1096,T8-P8-0,ictal
T8-P8-0_t1097,T8-P8-0_t1097,T8-P8-0,1097,T8-P8-0,ictal
T8-P8-0_t1098,T8-P8-0_t1098,T8-P8-0,1098,T8-P8-0,ictal
T8-P8-0_t1099,T8-P8-0_t1099,T8-P8-0,1099,T8-P8-0,ictal
T8-P8-0_t1100,T8-P8-0_t1100,T8-P8-0,1100,T8-P8-0,ictal
T8-P8-0_t1101,T8-P8-0_t1101,T8-P8-0,1101,T8-P8-0,ictal
T8-P8-0_t1102,T8-P8-0_t1102,T8-P8-0,1102,T8-P8-0,ictal
T8-P8-0_t1103,T8-P8-0_t1103,T8-P8-0,1103,T8-P8-0,ictal
T8-P8-0_t1104,T8-P8-0_t1104,T8-P8-0,1104,T8-P8-0,ictal
T8-P8-0_t1105,T8-P8-0_t1105,T8-P8-0,1105,T8-P8-0,ictal
T8-P8-0_t1106,T8-P8-0_t1106,T8-P8-0,1106,T8-P8-0,ictal
T8-P8-0_t1107,T8-P8-0_t1107,T8-P8-0,1107,T8-P8-0,ictal
T8-P8-0_t1108,T8-P8-0_t1108,T8-P8-0,1108,T8-P8-0,ictal
T8-P8-0_t1109,T8-P8-0_t1109,T8-P8-0,1109,T8-P8-0,ictal
T8-P8-0_t1110,T8-P8-0_t1110,T8-P8-0,1110,T8-P8-0,ictal
T8-P8-0_t1111,T8-P8-0_t1111,T8-P8-0,1111,T8-P8-0,ictal
T8-P8-0_t1112,T8-P8-0_t1112,T8-P8-0,1112,T8-P8-0,ictal
T8-P8-0_t1113,T8-P8-0_t1113,T8-P8-0,1113,T8-P8-0,ictal
T8-P8-0_t1114,T8-P8-0_t1114,T8-P8-0,1114,T8-P8-0,ictal
T8-P8-0_t1115,T8-P8-0_t1115,T8-P8-0,1115,T8-P8-0,ictal
T8-P8-0_t1116,T8-P8-0_t1116,T8-P8-0,1116,T8-P8-0,ictal
T8-P8-0_t1117,T8-P8-0_t1117,T8-P8-0,1117,T8-P8-0,ictal
T8-P8-0_t1118,T8-P8-0_t1118,T8-P8-0,1118,T8-P8-0,ictal
T8-P8-0_t1119,T8-P8-0_t1119,T8-P8-0,1119,T8-P8-0,ictal
T8-P8-0_t1120,T8-P8-0_t1120,T8-P8-0,1120,T8-P8-0,ictal
T8-P8-0_t1121,T8-P8-0_t1121,T8-P8-0,1121,T8-P8-0,ictal
T8-P8-0_t1122,T8-P8-0_t1122,T8-P8-0,1122,T8-P8-0,ictal
T8-P8-0_t1123,T8-P8-0_t1123,T8-P8-0,1123,T8-P8-0,ictal
T8-P8-0_t1124,T8-P8-0_t1124,T8-P8-0,1124,T8-P8-0,ictal
T8-P8-0_t1125,T8-P8-0_t1125,T8-P8-0,1125,T8-P8-0,ictal
T8-P8-0_t1126,T8-P8-0_t1126,T8-P8-0,1126,T8-P8-0,ictal
T8-P8-0_t1127,T8-P8-0_t1127,T8-P8-0,1127,T8-P8-0,ictal
T8-P8-0_t1128,T8-P8-0_t1128,T8-P8-0,1128,T8-P8-0,ictal
T8-P8-0_t1129,T8-P8-0_t1129,T8-P8-0,1129,T8-P8-0,ictal
T8-P8-0_t1130,T8-P8-0_t1130,T8-P8-0,1130,T8-P8-0,ictal
T8-P8-0_t1131,T8-P8-0_t1131,T8-P8-0,1131,T8-P8-0,ictal
T8-P8-0_t1132,T8-P8-0_t1132,T8-P8-0,1132,T8-P8-0,ictal
T8-P8-0_t1133,T8-P8-0_t1133,T8-P8-0,1133,T8-P8-0,ictal
T8-P8-0_t1134,T8-P8-0_t1134,T8-P8-0,1134,T8-P8-0,ictal
T8-P8-0_t1135,T8-P8-0_t1135,T8-P8-0,1135,T8-P8-0,ictal
T8-P8-0_t1136,T8-P8-0_t1136,T8-P8-0,1136,T8-P8-0,ictal
