Id,Label,electrode,pattern,pattern_rank,layer,graph_label
P3-O1_ord_23410,P3-O1_ord_23410,P3-O1,23410,65,P3-O1,graph_interictal_chb01_10
P3-O1_ord_24130,P3-O1_ord_24130,P3-O1,24130,69,P3-O1,graph_interictal_chb01_10
P3-O1_ord_24310,P3-O1_ord_24310,P3-O1,24310,71,P3-O1,graph_interictal_chb01_10
P3-O1_ord_30214,P3-O1_ord_30214,P3-O1,30214,74,P3-O1,graph_interictal_chb01_10
P3-O1_ord_30241,P3-O1_ord_30241,P3-O1,30241,75,P3-O1,graph_interictal_chb01_10
P3-O1_ord_30421,P3-O1_ord_30421,P3-O1,30421,77,P3-O1,graph_interictal_chb01_10
P3-O1_ord_32014,P3-O1_ord_32014,P3-O1,32014,84,P3-O1,graph_interictal_chb01_10
P3-O1_ord_32041,P3-O1_ord_32041,P3-O1,32041,85,P3-O1,graph_interictal_chb01_10
P3-O1_ord_32104,P3-O1_ord_32104,P3-O1,32104,86,P3-O1,graph_interictal_chb01_10
P3-O1_ord_32140,P3-O1_ord_32140,P3-O1,32140,87,P3-O1,graph_interictal_chb01_10
P3-O1_ord_32401,P3-O1_ord_32401,P3-O1,32401,88,P3-O1,graph_interictal_chb01_10
P3-O1_ord_32410,P3-O1_ord_32410,P3-O1,32410,89,P3-O1,graph_interictal_chb01_10
P3-O1_ord_34021,P3-O1_ord_34021,P3-O1,34021,91,P3-O1,graph_interictal_chb01_10
P3-O1_ord_34201,P3-O1_ord_34201,P3-O1,34201,94,P3-O1,graph_interictal_chb01_10
P3-O1_ord_34210,P3-O1_ord_34210,P3-O1,34210,95,P3-O1,graph_interictal_chb01_10
P3-O1_ord_40123,P3-O1_ord_40123,P3-O1,40123,96,P3-O1,graph_interictal_chb01_10
P3-O1_ord_40132,P3-O1_ord_40132,P3-O1,40132,97,P3-O1,graph_interictal_chb01_10
P3-O1_ord_40312,P3-O1_ord_40312,P3-O1,40312,100,P3-O1,graph_interictal_chb01_10
P3-O1_ord_40321,P3-O1_ord_40321,P3-O1,40321,101,P3-O1,graph_interictal_chb01_10
P3-O1_ord_41023,P3-O1_ord_41023,P3-O1,41023,102,P3-O1,graph_interictal_chb01_10
P3-O1_ord_41032,P3-O1_ord_41032,P3-O1,41032,103,P3-O1,graph_interictal_chb01_10
P3-O1_ord_41203,P3-O1_ord_41203,P3-O1,41203,104,P3-O1,graph_interictal_chb01_10
P3-O1_ord_41230,P3-O1_ord_41230,P3-O1,41230,105,P3-O1,graph_interictal_chb01_10
P3-O1_ord_41302,P3-O1_ord_41302,P3-O1,41302,106,P3-O1,graph_interictal_chb01_10
P3-O1_ord_41320,P3-O1_ord_41320,P3-O1,41320,107,P3-O1,graph_interictal_chb01_10
P3-O1_ord_42103,P3-O1_ord_42103,P3-O1,42103,110,P3-O1,graph_interictal_chb01_10
P3-O1_ord_42130,P3-O1_ord_42130,P3-O1,42130,111,P3-O1,graph_interictal_chb01_10
P3-O1_ord_42310,P3-O1_ord_42310,P3-O1,42310,113,P3-O1,graph_interictal_chb01_10
P3-O1_ord_43012,P3-O1_ord_43012,P3-O1,43012,114,P3-O1,graph_interictal_chb01_10
P3-O1_ord_43021,P3-O1_ord_43021,P3-O1,43021,115,P3-O1,graph_interictal_chb01_10
P3-O1_ord_43102,P3-O1_ord_43102,P3-O1,43102,116,P3-O1,graph_interictal_chb01_10
P3-O1_ord_43120,P3-O1_ord_43120,P3-O1,43120,117,P3-O1,graph_interictal_chb01_10
P3-O1_ord_43201,P3-O1_ord_43201,P3-O1,43201,118,P3-O1,graph_interictal_chb01_10
P3-O1_ord_43210,P3-O1_ord_43210,P3-O1,43210,119,P3-O1,graph_interictal_chb01_10
FP2-F4_ord_01234,FP2-F4_ord_01234,FP2-F4,01234,0,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_01243,FP2-F4_ord_01243,FP2-F4,01243,1,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_01324,FP2-F4_ord_01324,FP2-F4,01324,2,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_01342,FP2-F4_ord_01342,FP2-F4,01342,3,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_01423,FP2-F4_ord_01423,FP2-F4,01423,4,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_01432,FP2-F4_ord_01432,FP2-F4,01432,5,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_02134,FP2-F4_ord_02134,FP2-F4,02134,6,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_02314,FP2-F4_ord_02314,FP2-F4,02314,8,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_03124,FP2-F4_ord_03124,FP2-F4,03124,12,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_03214,FP2-F4_ord_03214,FP2-F4,03214,14,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_03241,FP2-F4_ord_03241,FP2-F4,03241,15,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_03412,FP2-F4_ord_03412,FP2-F4,03412,16,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_03421,FP2-F4_ord_03421,FP2-F4,03421,17,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_04123,FP2-F4_ord_04123,FP2-F4,04123,18,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_04132,FP2-F4_ord_04132,FP2-F4,04132,19,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_04312,FP2-F4_ord_04312,FP2-F4,04312,22,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_04321,FP2-F4_ord_04321,FP2-F4,04321,23,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_10234,FP2-F4_ord_10234,FP2-F4,10234,24,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_10243,FP2-F4_ord_10243,FP2-F4,10243,25,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_10423,FP2-F4_ord_10423,FP2-F4,10423,28,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_12034,FP2-F4_ord_12034,FP2-F4,12034,30,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_12043,FP2-F4_ord_12043,FP2-F4,12043,31,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_12304,FP2-F4_ord_12304,FP2-F4,12304,32,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_12340,FP2-F4_ord_12340,FP2-F4,12340,33,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_12403,FP2-F4_ord_12403,FP2-F4,12403,34,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_12430,FP2-F4_ord_12430,FP2-F4,12430,35,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_14023,FP2-F4_ord_14023,FP2-F4,14023,42,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_14203,FP2-F4_ord_14203,FP2-F4,14203,44,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_20134,FP2-F4_ord_20134,FP2-F4,20134,48,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_21034,FP2-F4_ord_21034,FP2-F4,21034,54,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_21304,FP2-F4_ord_21304,FP2-F4,21304,56,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_21340,FP2-F4_ord_21340,FP2-F4,21340,57,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_21430,FP2-F4_ord_21430,FP2-F4,21430,59,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_23014,FP2-F4_ord_23014,FP2-F4,23014,60,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_23104,FP2-F4_ord_23104,FP2-F4,23104,62,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_23140,FP2-F4_ord_23140,FP2-F4,23140,63,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_23410,FP2-F4_ord_23410,FP2-F4,23410,65,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_24310,FP2-F4_ord_24310,FP2-F4,24310,71,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_30421,FP2-F4_ord_30421,FP2-F4,30421,77,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_32014,FP2-F4_ord_32014,FP2-F4,32014,84,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_32104,FP2-F4_ord_32104,FP2-F4,32104,86,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_32140,FP2-F4_ord_32140,FP2-F4,32140,87,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_32401,FP2-F4_ord_32401,FP2-F4,32401,88,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_32410,FP2-F4_ord_32410,FP2-F4,32410,89,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_34021,FP2-F4_ord_34021,FP2-F4,34021,91,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_34120,FP2-F4_ord_34120,FP2-F4,34120,93,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_34201,FP2-F4_ord_34201,FP2-F4,34201,94,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_34210,FP2-F4_ord_34210,FP2-F4,34210,95,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_40123,FP2-F4_ord_40123,FP2-F4,40123,96,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_40132,FP2-F4_ord_40132,FP2-F4,40132,97,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_40312,FP2-F4_ord_40312,FP2-F4,40312,100,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_40321,FP2-F4_ord_40321,FP2-F4,40321,101,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_41023,FP2-F4_ord_41023,FP2-F4,41023,102,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_41032,FP2-F4_ord_41032,FP2-F4,41032,103,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_41203,FP2-F4_ord_41203,FP2-F4,41203,104,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_41230,FP2-F4_ord_41230,FP2-F4,41230,105,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_41320,FP2-F4_ord_41320,FP2-F4,41320,107,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_42130,FP2-F4_ord_42130,FP2-F4,42130,111,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_42310,FP2-F4_ord_42310,FP2-F4,42310,113,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_43012,FP2-F4_ord_43012,FP2-F4,43012,114,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_43021,FP2-F4_ord_43021,FP2-F4,43021,115,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_43102,FP2-F4_ord_43102,FP2-F4,43102,116,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_43120,FP2-F4_ord_43120,FP2-F4,43120,117,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_43201,FP2-F4_ord_43201,FP2-F4,43201,118,FP2-F4,graph_interictal_chb01_10
FP2-F4_ord_43210,FP2-F4_ord_43210,FP2-F4,43210,119,FP2-F4,graph_interictal_chb01_10
F4-C4_ord_01234,F4-C4_ord_01234,F4-C4,01234,0,F4-C4,graph_interictal_chb01_10
F4-C4_ord_01243,F4-C4_ord_01243,F4-C4,01243,1,F4-C4,graph_interictal_chb01_10
F4-C4_ord_01324,F4-C4_ord_01324,F4-C4,01324,2,F4-C4,graph_interictal_chb01_10
F4-C4_ord_01342,F4-C4_ord_01342,F4-C4,01342,3,F4-C4,graph_interictal_chb01_10
F4-C4_ord_01423,F4-C4_ord_01423,F4-C4,01423,4,F4-C4,graph_interictal_chb01_10
F4-C4_ord_01432,F4-C4_ord_01432,F4-C4,01432,5,F4-C4,graph_interictal_chb01_10
F4-C4_ord_02134,F4-C4_ord_02134,F4-C4,02134,6,F4-C4,graph_interictal_chb01_10
F4-C4_ord_02314,F4-C4_ord_02314,F4-C4,02314,8,F4-C4,graph_interictal_chb01_10
F4-C4_ord_03124,F4-C4_ord_03124,F4-C4,03124,12,F4-C4,graph_interictal_chb01_10
F4-C4_ord_03142,F4-C4_ord_03142,F4-C4,03142,13,F4-C4,graph_interictal_chb01_10
F4-C4_ord_03214,F4-C4_ord_03214,F4-C4,03214,14,F4-C4,graph_interictal_chb01_10
F4-C4_ord_03241,F4-C4_ord_03241,F4-C4,03241,15,F4-C4,graph_interictal_chb01_10
F4-C4_ord_03412,F4-C4_ord_03412,F4-C4,03412,16,F4-C4,graph_interictal_chb01_10
F4-C4_ord_03421,F4-C4_ord_03421,F4-C4,03421,17,F4-C4,graph_interictal_chb01_10
F4-C4_ord_04123,F4-C4_ord_04123,F4-C4,04123,18,F4-C4,graph_interictal_chb01_10
F4-C4_ord_04132,F4-C4_ord_04132,F4-C4,04132,19,F4-C4,graph_interictal_chb01_10
F4-C4_ord_04312,F4-C4_ord_04312,F4-C4,04312,22,F4-C4,graph_interictal_chb01_10
F4-C4_ord_04321,F4-C4_ord_04321,F4-C4,04321,23,F4-C4,graph_interictal_chb01_10
F4-C4_ord_10234,F4-C4_ord_10234,F4-C4,10234,24,F4-C4,graph_interictal_chb01_10
F4-C4_ord_10243,F4-C4_ord_10243,F4-C4,10243,25,F4-C4,graph_interictal_chb01_10
F4-C4_ord_10342,F4-C4_ord_10342,F4-C4,10342,27,F4-C4,graph_interictal_chb01_10
F4-C4_ord_10423,F4-C4_ord_10423,F4-C4,10423,28,F4-C4,graph_interictal_chb01_10
F4-C4_ord_12034,F4-C4_ord_12034,F4-C4,12034,30,F4-C4,graph_interictal_chb01_10
F4-C4_ord_12043,F4-C4_ord_12043,F4-C4,12043,31,F4-C4,graph_interictal_chb01_10
F4-C4_ord_12304,F4-C4_ord_12304,F4-C4,12304,32,F4-C4,graph_interictal_chb01_10
F4-C4_ord_12340,F4-C4_ord_12340,F4-C4,12340,33,F4-C4,graph_interictal_chb01_10
F4-C4_ord_12403,F4-C4_ord_12403,F4-C4,12403,34,F4-C4,graph_interictal_chb01_10
F4-C4_ord_12430,F4-C4_ord_12430,F4-C4,12430,35,F4-C4,graph_interictal_chb01_10
F4-C4_ord_14023,F4-C4_ord_14023,F4-C4,14023,42,F4-C4,graph_interictal_chb01_10
F4-C4_ord_20134,F4-C4_ord_20134,F4-C4,20134,48,F4-C4,graph_interictal_chb01_10
F4-C4_ord_20314,F4-C4_ord_20314,F4-C4,20314,50,F4-C4,graph_interictal_chb01_10
F4-C4_ord_21034,F4-C4_ord_21034,F4-C4,21034,54,F4-C4,graph_interictal_chb01_10
F4-C4_ord_21304,F4-C4_ord_21304,F4-C4,21304,56,F4-C4,graph_interictal_chb01_10
F4-C4_ord_21340,F4-C4_ord_21340,F4-C4,21340,57,F4-C4,graph_interictal_chb01_10
F4-C4_ord_21430,F4-C4_ord_21430,F4-C4,21430,59,F4-C4,graph_interictal_chb01_10
F4-C4_ord_23014,F4-C4_ord_23014,F4-C4,23014,60,F4-C4,graph_interictal_chb01_10
F4-C4_ord_23104,F4-C4_ord_23104,F4-C4,23104,62,F4-C4,graph_interictal_chb01_10
F4-C4_ord_23140,F4-C4_ord_23140,F4-C4,23140,63,F4-C4,graph_interictal_chb01_10
F4-C4_ord_23410,F4-C4_ord_23410,F4-C4,23410,65,F4-C4,graph_interictal_chb01_10
F4-C4_ord_24310,F4-C4_ord_24310,F4-C4,24310,71,F4-C4,graph_interictal_chb01_10
F4-C4_ord_30421,F4-C4_ord_30421,F4-C4,30421,77,F4-C4,graph_interictal_chb01_10
F4-C4_ord_32014,F4-C4_ord_32014,F4-C4,32014,84,F4-C4,graph_interictal_chb01_10
F4-C4_ord_32041,F4-C4_ord_32041,F4-C4,32041,85,F4-C4,graph_interictal_chb01_10
F4-C4_ord_32104,F4-C4_ord_32104,F4-C4,32104,86,F4-C4,graph_interictal_chb01_10
F4-C4_ord_32140,F4-C4_ord_32140,F4-C4,32140,87,F4-C4,graph_interictal_chb01_10
F4-C4_ord_32401,F4-C4_ord_32401,F4-C4,32401,88,F4-C4,graph_interictal_chb01_10
F4-C4_ord_32410,F4-C4_ord_32410,F4-C4,32410,89,F4-C4,graph_interictal_chb01_10
F4-C4_ord_34021,F4-C4_ord_34021,F4-C4,34021,91,F4-C4,graph_interictal_chb01_10
F4-C4_ord_34201,F4-C4_ord_34201,F4-C4,34201,94,F4-C4,graph_interictal_chb01_10
F4-C4_ord_34210,F4-C4_ord_34210,F4-C4,34210,95,F4-C4,graph_interictal_chb01_10
F4-C4_ord_40123,F4-C4_ord_40123,F4-C4,40123,96,F4-C4,graph_interictal_chb01_10
F4-C4_ord_40132,F4-C4_ord_40132,F4-C4,40132,97,F4-C4,graph_interictal_chb01_10
F4-C4_ord_40312,F4-C4_ord_40312,F4-C4,40312,100,F4-C4,graph_interictal_chb01_10
F4-C4_ord_40321,F4-C4_ord_40321,F4-C4,40321,101,F4-C4,graph_interictal_chb01_10
F4-C4_ord_41023,F4-C4_ord_41023,F4-C4,41023,102,F4-C4,graph_interictal_chb01_10
F4-C4_ord_41032,F4-C4_ord_41032,F4-C4,41032,103,F4-C4,graph_interictal_chb01_10
F4-C4_ord_41203,F4-C4_ord_41203,F4-C4,41203,104,F4-C4,graph_interictal_chb01_10
F4-C4_ord_41230,F4-C4_ord_41230,F4-C4,41230,105,F4-C4,graph_interictal_chb01_10
F4-C4_ord_41320,F4-C4_ord_41320,F4-C4,41320,107,F4-C4,graph_interictal_chb01_10
F4-C4_ord_42130,F4-C4_ord_42130,F4-C4,42130,111,F4-C4,graph_interictal_chb01_10
F4-C4_ord_42310,F4-C4_ord_42310,F4-C4,42310,113,F4-C4,graph_interictal_chb01_10
F4-C4_ord_43012,F4-C4_ord_43012,F4-C4,43012,114,F4-C4,graph_interictal_chb01_10
F4-C4_ord_43021,F4-C4_ord_43021,F4-C4,43021,115,F4-C4,graph_interictal_chb01_10
F4-C4_ord_43102,F4-C4_ord_43102,F4-C4,43102,116,F4-C4,graph_interictal_chb01_10
F4-C4_ord_43120,F4-C4_ord_43120,F4-C4,43120,117,F4-C4,graph_interictal_chb01_10
F4-C4_ord_43201,F4-C4_ord_43201,F4-C4,43201,118,F4-C4,graph_interictal_chb01_10
F4-C4_ord_43210,F4-C4_ord_43210,F4-C4,43210,119,F4-C4,graph_interictal_chb01_10
C4-P4_ord_01234,C4-P4_ord_01234,C4-P4,01234,0,C4-P4,graph_interictal_chb01_10
C4-P4_ord_01243,C4-P4_ord_01243,C4-P4,01243,1,C4-P4,graph_interictal_chb01_10
C4-P4_ord_01324,C4-P4_ord_01324,C4-P4,01324,2,C4-P4,graph_interictal_chb01_10
C4-P4_ord_01342,C4-P4_ord_01342,C4-P4,01342,3,C4-P4,graph_interictal_chb01_10
C4-P4_ord_01423,C4-P4_ord_01423,C4-P4,01423,4,C4-P4,graph_interictal_chb01_10
C4-P4_ord_01432,C4-P4_ord_01432,C4-P4,01432,5,C4-P4,graph_interictal_chb01_10
C4-P4_ord_02134,C4-P4_ord_02134,C4-P4,02134,6,C4-P4,graph_interictal_chb01_10
C4-P4_ord_02314,C4-P4_ord_02314,C4-P4,02314,8,C4-P4,graph_interictal_chb01_10
C4-P4_ord_03214,C4-P4_ord_03214,C4-P4,03214,14,C4-P4,graph_interictal_chb01_10
C4-P4_ord_03241,C4-P4_ord_03241,C4-P4,03241,15,C4-P4,graph_interictal_chb01_10
C4-P4_ord_03412,C4-P4_ord_03412,C4-P4,03412,16,C4-P4,graph_interictal_chb01_10
C4-P4_ord_03421,C4-P4_ord_03421,C4-P4,03421,17,C4-P4,graph_interictal_chb01_10
C4-P4_ord_04123,C4-P4_ord_04123,C4-P4,04123,18,C4-P4,graph_interictal_chb01_10
C4-P4_ord_04132,C4-P4_ord_04132,C4-P4,04132,19,C4-P4,graph_interictal_chb01_10
C4-P4_ord_04312,C4-P4_ord_04312,C4-P4,04312,22,C4-P4,graph_interictal_chb01_10
C4-P4_ord_04321,C4-P4_ord_04321,C4-P4,04321,23,C4-P4,graph_interictal_chb01_10
C4-P4_ord_10234,C4-P4_ord_10234,C4-P4,10234,24,C4-P4,graph_interictal_chb01_10
C4-P4_ord_10243,C4-P4_ord_10243,C4-P4,10243,25,C4-P4,graph_interictal_chb01_10
C4-P4_ord_10423,C4-P4_ord_10423,C4-P4,10423,28,C4-P4,graph_interictal_chb01_10
C4-P4_ord_12034,C4-P4_ord_12034,C4-P4,12034,30,C4-P4,graph_interictal_chb01_10
C4-P4_ord_12043,C4-P4_ord_12043,C4-P4,12043,31,C4-P4,graph_interictal_chb01_10
C4-P4_ord_12304,C4-P4_ord_12304,C4-P4,12304,32,C4-P4,graph_interictal_chb01_10
C4-P4_ord_12340,C4-P4_ord_12340,C4-P4,12340,33,C4-P4,graph_interictal_chb01_10
C4-P4_ord_12403,C4-P4_ord_12403,C4-P4,12403,34,C4-P4,graph_interictal_chb01_10
C4-P4_ord_12430,C4-P4_ord_12430,C4-P4,12430,35,C4-P4,graph_interictal_chb01_10
C4-P4_ord_14023,C4-P4_ord_14023,C4-P4,14023,42,C4-P4,graph_interictal_chb01_10
C4-P4_ord_14230,C4-P4_ord_14230,C4-P4,14230,45,C4-P4,graph_interictal_chb01_10
C4-P4_ord_21034,C4-P4_ord_21034,C4-P4,21034,54,C4-P4,graph_interictal_chb01_10
C4-P4_ord_21304,C4-P4_ord_21304,C4-P4,21304,56,C4-P4,graph_interictal_chb01_10
C4-P4_ord_21340,C4-P4_ord_21340,C4-P4,21340,57,C4-P4,graph_interictal_chb01_10
C4-P4_ord_21430,C4-P4_ord_21430,C4-P4,21430,59,C4-P4,graph_interictal_chb01_10
C4-P4_ord_23014,C4-P4_ord_23014,C4-P4,23014,60,C4-P4,graph_interictal_chb01_10
C4-P4_ord_23104,C4-P4_ord_23104,C4-P4,23104,62,C4-P4,graph_interictal_chb01_10
C4-P4_ord_23140,C4-P4_ord_23140,C4-P4,23140,63,C4-P4,graph_interictal_chb01_10
C4-P4_ord_23401,C4-P4_ord_23401,C4-P4,23401,64,C4-P4,graph_interictal_chb01_10
C4-P4_ord_23410,C4-P4_ord_23410,C4-P4,23410,65,C4-P4,graph_interictal_chb01_10
C4-P4_ord_24130,C4-P4_ord_24130,C4-P4,24130,69,C4-P4,graph_interictal_chb01_10
C4-P4_ord_24310,C4-P4_ord_24310,C4-P4,24310,71,C4-P4,graph_interictal_chb01_10
C4-P4_ord_30214,C4-P4_ord_30214,C4-P4,30214,74,C4-P4,graph_interictal_chb01_10
C4-P4_ord_30421,C4-P4_ord_30421,C4-P4,30421,77,C4-P4,graph_interictal_chb01_10
C4-P4_ord_32014,C4-P4_ord_32014,C4-P4,32014,84,C4-P4,graph_interictal_chb01_10
C4-P4_ord_32104,C4-P4_ord_32104,C4-P4,32104,86,C4-P4,graph_interictal_chb01_10
C4-P4_ord_32140,C4-P4_ord_32140,C4-P4,32140,87,C4-P4,graph_interictal_chb01_10
C4-P4_ord_32401,C4-P4_ord_32401,C4-P4,32401,88,C4-P4,graph_interictal_chb01_10
C4-P4_ord_32410,C4-P4_ord_32410,C4-P4,32410,89,C4-P4,graph_interictal_chb01_10
C4-P4_ord_34021,C4-P4_ord_34021,C4-P4,34021,91,C4-P4,graph_interictal_chb01_10
C4-P4_ord_34201,C4-P4_ord_34201,C4-P4,34201,94,C4-P4,graph_interictal_chb01_10
C4-P4_ord_34210,C4-P4_ord_34210,C4-P4,34210,95,C4-P4,graph_interictal_chb01_10
C4-P4_ord_40123,C4-P4_ord_40123,C4-P4,40123,96,C4-P4,graph_interictal_chb01_10
C4-P4_ord_40132,C4-P4_ord_40132,C4-P4,40132,97,C4-P4,graph_interictal_chb01_10
C4-P4_ord_40312,C4-P4_ord_40312,C4-P4,40312,100,C4-P4,graph_interictal_chb01_10
C4-P4_ord_40321,C4-P4_ord_40321,C4-P4,40321,101,C4-P4,graph_interictal_chb01_10
C4-P4_ord_41023,C4-P4_ord_41023,C4-P4,41023,102,C4-P4,graph_interictal_chb01_10
C4-P4_ord_41032,C4-P4_ord_41032,C4-P4,41032,103,C4-P4,graph_interictal_chb01_10
C4-P4_ord_41203,C4-P4_ord_41203,C4-P4,41203,104,C4-P4,graph_interictal_chb01_10
C4-P4_ord_41230,C4-P4_ord_41230,C4-P4,41230,105,C4-P4,graph_interictal_chb01_10
C4-P4_ord_41302,C4-P4_ord_41302,C4-P4,41302,106,C4-P4,graph_interictal_chb01_10
C4-P4_ord_41320,C4-P4_ord_41320,C4-P4,41320,107,C4-P4,graph_interictal_chb01_10
C4-P4_ord_42130,C4-P4_ord_42130,C4-P4,42130,111,C4-P4,graph_interictal_chb01_10
C4-P4_ord_42310,C4-P4_ord_42310,C4-P4,42310,113,C4-P4,graph_interictal_chb01_10
C4-P4_ord_43012,C4-P4_ord_43012,C4-P4,43012,114,C4-P4,graph_interictal_chb01_10
C4-P4_ord_43021,C4-P4_ord_43021,C4-P4,43021,115,C4-P4,graph_interictal_chb01_10
C4-P4_ord_43102,C4-P4_ord_43102,C4-P4,43102,116,C4-P4,graph_interictal_chb01_10
C4-P4_ord_43120,C4-P4_ord_43120,C4-P4,43120,117,C4-P4,graph_interictal_chb01_10
C4-P4_ord_43201,C4-P4_ord_43201,C4-P4,43201,118,C4-P4,graph_interictal_chb01_10
C4-P4_ord_43210,C4-P4_ord_43210,C4-P4,43210,119,C4-P4,graph_interictal_chb01_10
P4-O2_ord_01234,P4-O2_ord_01234,P4-O2,01234,0,P4-O2,graph_interictal_chb01_10
P4-O2_ord_01243,P4-O2_ord_01243,P4-O2,01243,1,P4-O2,graph_interictal_chb01_10
P4-O2_ord_01324,P4-O2_ord_01324,P4-O2,01324,2,P4-O2,graph_interictal_chb01_10
P4-O2_ord_01342,P4-O2_ord_01342,P4-O2,01342,3,P4-O2,graph_interictal_chb01_10
P4-O2_ord_01423,P4-O2_ord_01423,P4-O2,01423,4,P4-O2,graph_interictal_chb01_10
P4-O2_ord_01432,P4-O2_ord_01432,P4-O2,01432,5,P4-O2,graph_interictal_chb01_10
P4-O2_ord_02134,P4-O2_ord_02134,P4-O2,02134,6,P4-O2,graph_interictal_chb01_10
P4-O2_ord_02314,P4-O2_ord_02314,P4-O2,02314,8,P4-O2,graph_interictal_chb01_10
P4-O2_ord_03124,P4-O2_ord_03124,P4-O2,03124,12,P4-O2,graph_interictal_chb01_10
P4-O2_ord_03214,P4-O2_ord_03214,P4-O2,03214,14,P4-O2,graph_interictal_chb01_10
P4-O2_ord_03241,P4-O2_ord_03241,P4-O2,03241,15,P4-O2,graph_interictal_chb01_10
P4-O2_ord_03412,P4-O2_ord_03412,P4-O2,03412,16,P4-O2,graph_interictal_chb01_10
P4-O2_ord_03421,P4-O2_ord_03421,P4-O2,03421,17,P4-O2,graph_interictal_chb01_10
P4-O2_ord_04123,P4-O2_ord_04123,P4-O2,04123,18,P4-O2,graph_interictal_chb01_10
P4-O2_ord_04132,P4-O2_ord_04132,P4-O2,04132,19,P4-O2,graph_interictal_chb01_10
P4-O2_ord_04312,P4-O2_ord_04312,P4-O2,04312,22,P4-O2,graph_interictal_chb01_10
P4-O2_ord_04321,P4-O2_ord_04321,P4-O2,04321,23,P4-O2,graph_interictal_chb01_10
P4-O2_ord_10234,P4-O2_ord_10234,P4-O2,10234,24,P4-O2,graph_interictal_chb01_10
P4-O2_ord_10243,P4-O2_ord_10243,P4-O2,10243,25,P4-O2,graph_interictal_chb01_10
P4-O2_ord_10423,P4-O2_ord_10423,P4-O2,10423,28,P4-O2,graph_interictal_chb01_10
P4-O2_ord_12034,P4-O2_ord_12034,P4-O2,12034,30,P4-O2,graph_interictal_chb01_10
